STATUS_KEY,EMP_CODE,STATUS_START_DATE,STATUS_END_DATE,TURNOVER
71642_20190202_29991231,71642,2019-02-02,,0.0
49681_20151231_29991231,49681,2015-12-31,,0.0
71841_20180101_29991231,71841,2018-01-01,,0.0
71861_20180101_20180316,71861,2018-01-01,2018-03-16,1.0
71861_20180316_20180701,71861,2018-03-16,2018-07-01,1.0
71881_20180711_20180801,71881,2018-07-11,2018-08-01,1.0
71901_20180711_20180801,71901,2018-07-11,2018-08-01,1.0
71902_20180711_29991231,71902,2018-07-11,,0.0
71903_20180711_20180723,71903,2018-07-11,2018-07-23,1.0
71904_20180711_29991231,71904,2018-07-11,,0.0
71905_20180711_20180723,71905,2018-07-11,2018-07-23,1.0
71906_20180711_29991231,71906,2018-07-11,,0.0
71907_20180711_29991231,71907,2018-07-11,,0.0
71908_20180711_20180723,71908,2018-07-11,2018-07-23,1.0
71909_20180711_20180715,71909,2018-07-11,2018-07-15,1.0
71910_20180711_20180723,71910,2018-07-11,2018-07-23,1.0
71911_20180711_20180715,71911,2018-07-11,2018-07-15,1.0
71912_20180711_29991231,71912,2018-07-11,,0.0
71913_20180711_29991231,71913,2018-07-11,,0.0
71914_20180711_29991231,71914,2018-07-11,,0.0
71908_20180723_20180728,71908,2018-07-23,2018-07-28,1.0
71903_20180723_20180728,71903,2018-07-23,2018-07-28,1.0
71905_20180723_20180728,71905,2018-07-23,2018-07-28,1.0
71910_20180723_20180728,71910,2018-07-23,2018-07-28,1.0
71908_20180728_20180801,71908,2018-07-28,2018-08-01,1.0
71903_20180728_20180801,71903,2018-07-28,2018-08-01,1.0
71905_20180728_29991231,71905,2018-07-28,,0.0
71910_20180728_29991231,71910,2018-07-28,,0.0
71908_20180801_20180803,71908,2018-08-01,2018-08-03,1.0
71903_20180801_20180803,71903,2018-08-01,2018-08-03,1.0
71881_20180801_20180803,71881,2018-08-01,2018-08-03,1.0
71901_20180801_20180803,71901,2018-08-01,2018-08-03,1.0
71908_20180803_29991231,71908,2018-08-03,,0.0
71903_20180803_29991231,71903,2018-08-03,,0.0
71881_20180803_29991231,71881,2018-08-03,,0.0
71901_20180803_29991231,71901,2018-08-03,,0.0
71909_20180715_20180717,71909,2018-07-15,2018-07-17,1.0
71911_20180715_20180717,71911,2018-07-15,2018-07-17,1.0
71909_20180717_20180721,71909,2018-07-17,2018-07-21,1.0
71911_20180717_20180721,71911,2018-07-17,2018-07-21,1.0
68381_20170101_29991231,68381,2017-01-01,,0.0
68881_20180101_29991231,68881,2018-01-01,,0.0
59461_20190102_29991231,59461,2019-01-02,,0.0
68981_20170101_29991231,68981,2017-01-01,,0.0
69381_20180127_29991231,69381,2018-01-27,,0.0
69381_20180101_20180121,69381,2018-01-01,2018-01-21,1.0
69381_20180121_20180127,69381,2018-01-21,2018-01-27,1.0
69382_20180101_20180111,69382,2018-01-01,2018-01-11,1.0
69382_20180111_29991231,69382,2018-01-11,,0.0
69401_20180101_20180116,69401,2018-01-01,2018-01-16,1.0
69401_20180120_29991231,69401,2018-01-20,,0.0
69421_20190101_29991231,69421,2019-01-01,,0.0
69481_20180101_29991231,69481,2018-01-01,,0.0
69721_20180101_29991231,69721,2018-01-01,,0.0
69722_20180101_29991231,69722,2018-01-01,,0.0
70061_20180101_29991231,70061,2018-01-01,,0.0
69841_20180101_29991231,69841,2018-01-01,,0.0
69921_20180101_29991231,69921,2018-01-01,,0.0
71911_20180721_29991231,71911,2018-07-21,,0.0
70481_20130301_20210618,70481,2013-03-01,2021-06-18,1.0
71384_20170101_29991231,71384,2017-01-01,,0.0
69941_20180620_29991231,69941,2018-06-20,,0.0
71385_20170101_29991231,71385,2017-01-01,,0.0
71915_20180711_20180801,71915,2018-07-11,2018-08-01,1.0
71681_20190101_29991231,71681,2019-01-01,,0.0
71909_20180721_29991231,71909,2018-07-21,,0.0
71916_20180711_20180801,71916,2018-07-11,2018-08-01,1.0
71917_20180711_29991231,71917,2018-07-11,,0.0
71918_20180711_20180723,71918,2018-07-11,2018-07-23,1.0
71919_20180711_29991231,71919,2018-07-11,,0.0
71920_20180711_20180723,71920,2018-07-11,2018-07-23,1.0
71921_20180711_29991231,71921,2018-07-11,,0.0
71922_20180711_29991231,71922,2018-07-11,,0.0
71923_20180711_20180723,71923,2018-07-11,2018-07-23,1.0
71924_20180711_20180715,71924,2018-07-11,2018-07-15,1.0
71925_20180711_20180723,71925,2018-07-11,2018-07-23,1.0
71926_20180711_20180715,71926,2018-07-11,2018-07-15,1.0
71927_20180711_29991231,71927,2018-07-11,,0.0
71928_20180711_29991231,71928,2018-07-11,,0.0
71929_20180711_29991231,71929,2018-07-11,,0.0
71923_20180723_20180728,71923,2018-07-23,2018-07-28,1.0
71918_20180723_20180728,71918,2018-07-23,2018-07-28,1.0
71920_20180723_20180728,71920,2018-07-23,2018-07-28,1.0
71925_20180723_20180728,71925,2018-07-23,2018-07-28,1.0
71923_20180728_20180801,71923,2018-07-28,2018-08-01,1.0
71918_20180728_20180801,71918,2018-07-28,2018-08-01,1.0
71920_20180728_29991231,71920,2018-07-28,,0.0
71925_20180728_29991231,71925,2018-07-28,,0.0
71923_20180801_20180803,71923,2018-08-01,2018-08-03,1.0
71918_20180801_20180803,71918,2018-08-01,2018-08-03,1.0
71915_20180801_20180803,71915,2018-08-01,2018-08-03,1.0
71916_20180801_20180803,71916,2018-08-01,2018-08-03,1.0
71923_20180803_29991231,71923,2018-08-03,,0.0
71918_20180803_29991231,71918,2018-08-03,,0.0
71915_20180803_29991231,71915,2018-08-03,,0.0
71916_20180803_29991231,71916,2018-08-03,,0.0
71924_20180715_29991231,71924,2018-07-15,,0.0
71926_20180715_29991231,71926,2018-07-15,,0.0
71930_20180711_20180801,71930,2018-07-11,2018-08-01,1.0
71931_20180711_20180801,71931,2018-07-11,2018-08-01,1.0
71932_20180711_29991231,71932,2018-07-11,,0.0
71933_20180711_20180723,71933,2018-07-11,2018-07-23,1.0
71934_20180711_29991231,71934,2018-07-11,,0.0
71935_20180711_20180723,71935,2018-07-11,2018-07-23,1.0
71936_20180711_29991231,71936,2018-07-11,,0.0
71937_20180711_29991231,71937,2018-07-11,,0.0
71938_20180711_20180723,71938,2018-07-11,2018-07-23,1.0
71939_20180711_20180715,71939,2018-07-11,2018-07-15,1.0
71940_20180711_20180723,71940,2018-07-11,2018-07-23,1.0
71941_20180711_20180715,71941,2018-07-11,2018-07-15,1.0
71942_20180711_29991231,71942,2018-07-11,,0.0
71943_20180711_29991231,71943,2018-07-11,,0.0
71944_20180711_29991231,71944,2018-07-11,,0.0
71938_20180723_20180728,71938,2018-07-23,2018-07-28,1.0
71933_20180723_20180728,71933,2018-07-23,2018-07-28,1.0
71935_20180723_20180728,71935,2018-07-23,2018-07-28,1.0
71940_20180723_20180728,71940,2018-07-23,2018-07-28,1.0
71938_20180728_20180801,71938,2018-07-28,2018-08-01,1.0
71933_20180728_20180801,71933,2018-07-28,2018-08-01,1.0
71935_20180728_29991231,71935,2018-07-28,,0.0
71940_20180728_29991231,71940,2018-07-28,,0.0
71938_20180801_20180803,71938,2018-08-01,2018-08-03,1.0
71933_20180801_20180803,71933,2018-08-01,2018-08-03,1.0
71930_20180801_20180803,71930,2018-08-01,2018-08-03,1.0
71931_20180801_20180803,71931,2018-08-01,2018-08-03,1.0
71938_20180803_29991231,71938,2018-08-03,,0.0
71933_20180803_29991231,71933,2018-08-03,,0.0
71930_20180803_29991231,71930,2018-08-03,,0.0
71931_20180803_29991231,71931,2018-08-03,,0.0
71939_20180715_20180717,71939,2018-07-15,2018-07-17,1.0
71941_20180715_20180717,71941,2018-07-15,2018-07-17,1.0
71939_20180717_20180721,71939,2018-07-17,2018-07-21,1.0
71941_20180717_20180721,71941,2018-07-17,2018-07-21,1.0
71939_20180721_20180726,71939,2018-07-21,2018-07-26,1.0
71941_20180721_20180726,71941,2018-07-21,2018-07-26,1.0
71939_20180726_29991231,71939,2018-07-26,,0.0
71941_20180726_20180801,71941,2018-07-26,2018-08-01,1.0
71941_20180801_29991231,71941,2018-08-01,,0.0
71987_20180728_20180801,71987,2018-07-28,2018-08-01,1.0
71990_20180728_29991231,71990,2018-07-28,,0.0
71996_20180728_29991231,71996,2018-07-28,,0.0
71993_20180801_20180803,71993,2018-08-01,2018-08-03,1.0
71985_20180801_20180803,71985,2018-08-01,2018-08-03,1.0
71993_20180803_29991231,71993,2018-08-03,,0.0
71987_20180803_29991231,71987,2018-08-03,,0.0
71984_20180803_29991231,71984,2018-08-03,,0.0
71985_20180803_29991231,71985,2018-08-03,,0.0
71995_20180715_20180717,71995,2018-07-15,2018-07-17,1.0
71995_20180721_20180726,71995,2018-07-21,2018-07-26,1.0
71995_20180726_29991231,71995,2018-07-26,,0.0
71997_20180801_29991231,71997,2018-08-01,,0.0
72032_20180101_20180416,72032,2018-01-01,2018-04-16,1.0
72032_20180416_20180801,72032,2018-04-16,2018-08-01,1.0
20401_20190310_29991231,20401,2019-03-10,,0.0
55221_20180401_20180501,55221,2018-04-01,2018-05-01,1.0
55221_20180501_29991231,55221,2018-05-01,,0.0
64701_20191231_29991231,64701,2019-12-31,,0.0
72141_20190101_29991231,72141,2019-01-01,,0.0
72381_20190101_29991231,72381,2019-01-01,,0.0
68261_20170701_29991231,68261,2017-07-01,,0.0
68481_20180101_29991231,68481,2018-01-01,,0.0
68521_20180101_29991231,68521,2018-01-01,,0.0
68522_20190101_29991231,68522,2019-01-01,,0.0
68921_20130101_29991231,68921,2013-01-01,,0.0
69102_20171201_29991231,69102,2017-12-01,,0.0
69905_20181016_29991231,69905,2018-10-16,,0.0
70323_20180101_29991231,70323,2018-01-01,,0.0
69904_20170716_29991231,69904,2017-07-16,,0.0
70228_20171001_29991231,70228,2017-10-01,,0.0
70321_20180101_20180901,70321,2018-01-01,2018-09-01,1.0
69941_20180525_20180618,69941,2018-05-25,2018-06-18,1.0
70428_20180712_20180823,70428,2018-07-12,2018-08-23,1.0
70423_20180712_20180823,70423,2018-07-12,2018-08-23,1.0
70428_20180823_29991231,70428,2018-08-23,,0.0
70423_20180823_29991231,70423,2018-08-23,,0.0
70430_20180801_29991231,70430,2018-08-01,,0.0
70427_20180801_29991231,70427,2018-08-01,,0.0
70421_20180912_29991231,70421,2018-09-12,,0.0
70523_20180711_20180723,70523,2018-07-11,2018-07-23,1.0
55221_20180101_20180401,55221,2018-01-01,2018-04-01,1.0
70521_20180711_20180723,70521,2018-07-11,2018-07-23,1.0
70522_20180711_29991231,70522,2018-07-11,,0.0
70524_20180711_29991231,70524,2018-07-11,,0.0
70525_20180711_20180723,70525,2018-07-11,2018-07-23,1.0
70526_20180711_20180715,70526,2018-07-11,2018-07-15,1.0
70527_20180711_29991231,70527,2018-07-11,,0.0
70528_20180711_29991231,70528,2018-07-11,,0.0
70529_20180711_29991231,70529,2018-07-11,,0.0
70521_20180723_20180728,70521,2018-07-23,2018-07-28,1.0
70523_20180723_20180728,70523,2018-07-23,2018-07-28,1.0
70525_20180723_20180728,70525,2018-07-23,2018-07-28,1.0
70521_20180728_20180801,70521,2018-07-28,2018-08-01,1.0
70523_20180728_29991231,70523,2018-07-28,,0.0
70525_20180728_29991231,70525,2018-07-28,,0.0
70521_20180801_20180803,70521,2018-08-01,2018-08-03,1.0
70521_20180803_29991231,70521,2018-08-03,,0.0
70526_20180715_20180717,70526,2018-07-15,2018-07-17,1.0
70526_20180717_20180721,70526,2018-07-17,2018-07-21,1.0
70526_20180721_20180726,70526,2018-07-21,2018-07-26,1.0
70526_20180726_20180801,70526,2018-07-26,2018-08-01,1.0
70526_20180801_29991231,70526,2018-08-01,,0.0
70629_20180101_29991231,70629,2018-01-01,,0.0
70681_20180101_29991231,70681,2018-01-01,,0.0
70701_20180101_29991231,70701,2018-01-01,,0.0
70922_20181016_29991231,70922,2018-10-16,,0.0
70924_20181016_29991231,70924,2018-10-16,,0.0
70925_20181016_29991231,70925,2018-10-16,,0.0
70926_20170716_29991231,70926,2017-07-16,,0.0
70928_20181016_29991231,70928,2018-10-16,,0.0
70929_20180711_29991231,70929,2018-07-11,,0.0
70930_20181016_29991231,70930,2018-10-16,,0.0
70932_20181016_29991231,70932,2018-10-16,,0.0
70933_20180711_29991231,70933,2018-07-11,,0.0
70934_20181016_29991231,70934,2018-10-16,,0.0
70935_20181016_29991231,70935,2018-10-16,,0.0
70936_20180711_29991231,70936,2018-07-11,,0.0
70938_20180711_29991231,70938,2018-07-11,,0.0
70940_20180711_29991231,70940,2018-07-11,,0.0
70944_20180711_29991231,70944,2018-07-11,,0.0
70945_20180711_20180723,70945,2018-07-11,2018-07-23,1.0
70947_20180711_20180723,70947,2018-07-11,2018-07-23,1.0
70949_20180711_20180723,70949,2018-07-11,2018-07-23,1.0
70951_20180711_29991231,70951,2018-07-11,,0.0
70952_20180711_29991231,70952,2018-07-11,,0.0
70953_20180711_29991231,70953,2018-07-11,,0.0
70945_20180723_20180728,70945,2018-07-23,2018-07-28,1.0
70947_20180723_29991231,70947,2018-07-23,,0.0
70949_20180723_29991231,70949,2018-07-23,,0.0
70945_20180728_29991231,70945,2018-07-28,,0.0
71421_20180101_20190102,71421,2018-01-01,2019-01-02,1.0
71641_20180212_29991231,71641,2018-02-12,,0.0
72602_20180101_29991231,72602,2018-01-01,,0.0
71996_20180723_20180728,71996,2018-07-23,2018-07-28,1.0
71987_20180801_20180803,71987,2018-08-01,2018-08-03,1.0
71995_20180717_20180721,71995,2018-07-17,2018-07-21,1.0
72603_20180101_29991231,72603,2018-01-01,,0.0
69181_20181231_29991231,69181,2018-12-31,,0.0
72605_20180301_29991231,72605,2018-03-01,,0.0
72661_20180101_20180501,72661,2018-01-01,2018-05-01,1.0
72701_20180101_20180501,72701,2018-01-01,2018-05-01,1.0
53425_20190101_29991231,53425,2019-01-01,,0.0
72701_20180501_29991231,72701,2018-05-01,,0.0
72881_20180101_20180702,72881,2018-01-01,2018-07-02,1.0
72861_20180101_29991231,72861,2018-01-01,,0.0
72883_20180101_29991231,72883,2018-01-01,,0.0
72882_20180101_29991231,72882,2018-01-01,,0.0
72884_20180101_29991231,72884,2018-01-01,,0.0
72923_20130701_29991231,72923,2013-07-01,,0.0
72964_20180101_20180501,72964,2018-01-01,2018-05-01,1.0
72964_20180501_29991231,72964,2018-05-01,,0.0
73027_20130101_20130516,73027,2013-01-01,2013-05-16,1.0
73041_20180101_20180501,73041,2018-01-01,2018-05-01,1.0
73041_20180501_29991231,73041,2018-05-01,,0.0
73081_20190101_29991231,73081,2019-01-01,,0.0
73101_20180101_20180501,73101,2018-01-01,2018-05-01,1.0
73101_20180501_29991231,73101,2018-05-01,,0.0
73141_20180101_20191231,73141,2018-01-01,2019-12-31,1.0
73161_20180101_20191231,73161,2018-01-01,2019-12-31,1.0
73123_20160101_20180101,73123,2016-01-01,2018-01-01,1.0
73141_20191231_29991231,73141,2019-12-31,,0.0
73161_20191231_29991231,73161,2019-12-31,,0.0
73181_20180101_20180501,73181,2018-01-01,2018-05-01,1.0
73181_20180501_29991231,73181,2018-05-01,,0.0
73204_20130701_29991231,73204,2013-07-01,,0.0
73205_20180101_29991231,73205,2018-01-01,,0.0
73206_20180101_29991231,73206,2018-01-01,,0.0
73207_20190101_29991231,73207,2019-01-01,,0.0
72881_20180702_20180705,72881,2018-07-02,2018-07-05,1.0
73281_20180101_20180501,73281,2018-01-01,2018-05-01,1.0
73281_20180501_29991231,73281,2018-05-01,,0.0
68181_20190101_29991231,68181,2019-01-01,,0.0
68482_20110101_20190124,68482,2011-01-01,2019-01-24,1.0
68502_20160115_20190124,68502,2016-01-15,2019-01-24,1.0
68502_20190124_29991231,68502,2019-01-24,,0.0
68503_20100101_20101016,68503,2010-01-01,2010-10-16,1.0
68503_20101016_20190124,68503,2010-10-16,2019-01-24,1.0
68601_20180101_20190124,68601,2018-01-01,2019-01-24,1.0
68601_20190124_29991231,68601,2019-01-24,,0.0
68581_20160901_29991231,68581,2016-09-01,,0.0
68642_20170101_29991231,68642,2017-01-01,,0.0
68761_20190125_29991231,68761,2019-01-25,,0.0
68762_20180101_29991231,68762,2018-01-01,,0.0
68781_20180101_29991231,68781,2018-01-01,,0.0
68801_20170101_29991231,68801,2017-01-01,,0.0
68821_20180101_29991231,68821,2018-01-01,,0.0
68841_20180101_29991231,68841,2018-01-01,,0.0
68861_20181001_29991231,68861,2018-10-01,,0.0
68941_20180101_29991231,68941,2018-01-01,,0.0
68961_20160201_29991231,68961,2016-02-01,,0.0
69041_20180101_29991231,69041,2018-01-01,,0.0
69081_20180101_29991231,69081,2018-01-01,,0.0
69061_20180101_20190316,69061,2018-01-01,2019-03-16,1.0
69082_20180101_29991231,69082,2018-01-01,,0.0
69141_20080101_29991231,69141,2008-01-01,,0.0
69161_20170101_29991231,69161,2017-01-01,,0.0
69661_20180101_29991231,69661,2018-01-01,,0.0
69681_20180301_29991231,69681,2018-03-01,,0.0
69761_20180618_20190618,69761,2018-06-18,2019-06-18,1.0
1561_20190101_29991231,1561,2019-01-01,,0.0
70561_20180521_20180525,70561,2018-05-21,2018-05-25,1.0
70250_20161001_29991231,70250,2016-10-01,,0.0
69941_20180412_20180521,69941,2018-04-12,2018-05-21,1.0
70561_20180525_20180618,70561,2018-05-25,2018-06-18,1.0
69941_20180618_20180620,69941,2018-06-18,2018-06-20,1.0
70561_20180618_20180620,70561,2018-06-18,2018-06-20,1.0
70482_20170101_29991231,70482,2017-01-01,,0.0
70561_20180620_29991231,70561,2018-06-20,,0.0
70581_20180101_29991231,70581,2018-01-01,,0.0
70931_20180711_29991231,70931,2018-07-11,,0.0
70923_20170816_29991231,70923,2017-08-16,,0.0
70722_20190101_29991231,70722,2019-01-01,,0.0
70721_20190101_29991231,70721,2019-01-01,,0.0
70927_20180711_29991231,70927,2018-07-11,,0.0
70937_20181016_29991231,70937,2018-10-16,,0.0
70939_20181016_29991231,70939,2018-10-16,,0.0
70941_20181016_29991231,70941,2018-10-16,,0.0
70942_20180711_29991231,70942,2018-07-11,,0.0
70943_20181016_29991231,70943,2018-10-16,,0.0
70954_20181016_20190213,70954,2018-10-16,2019-02-13,1.0
70955_20170816_20190201,70955,2017-08-16,2019-02-01,1.0
70970_20170101_29991231,70970,2017-01-01,,0.0
70957_20181016_20190213,70957,2018-10-16,2019-02-13,1.0
70958_20170716_29991231,70958,2017-07-16,,0.0
70959_20181016_20181104,70959,2018-10-16,2018-11-04,1.0
70960_20181016_20181120,70960,2018-10-16,2018-11-20,1.0
70961_20181016_20190201,70961,2018-10-16,2019-02-01,1.0
71002_20180101_29991231,71002,2018-01-01,,0.0
70963_20181016_20190201,70963,2018-10-16,2019-02-01,1.0
71021_20081202_20190202,71021,2008-12-02,2019-02-02,1.0
71021_20190202_29991231,71021,2019-02-02,,0.0
71441_20180101_29991231,71441,2018-01-01,,0.0
71442_20180101_29991231,71442,2018-01-01,,0.0
71581_20180711_20180801,71581,2018-07-11,2018-08-01,1.0
71583_20180711_20180723,71583,2018-07-11,2018-07-23,1.0
71582_20180711_29991231,71582,2018-07-11,,0.0
71584_20180711_29991231,71584,2018-07-11,,0.0
71585_20180711_20180723,71585,2018-07-11,2018-07-23,1.0
71586_20180711_29991231,71586,2018-07-11,,0.0
71587_20180711_29991231,71587,2018-07-11,,0.0
71588_20180711_20180723,71588,2018-07-11,2018-07-23,1.0
71589_20180711_29991231,71589,2018-07-11,,0.0
71590_20180711_20180723,71590,2018-07-11,2018-07-23,1.0
71591_20180711_29991231,71591,2018-07-11,,0.0
71592_20180711_29991231,71592,2018-07-11,,0.0
71593_20180711_29991231,71593,2018-07-11,,0.0
71594_20180711_29991231,71594,2018-07-11,,0.0
71588_20180723_20180728,71588,2018-07-23,2018-07-28,1.0
71583_20180723_20180728,71583,2018-07-23,2018-07-28,1.0
71585_20180723_20180728,71585,2018-07-23,2018-07-28,1.0
71590_20180723_20180728,71590,2018-07-23,2018-07-28,1.0
71588_20180728_20180801,71588,2018-07-28,2018-08-01,1.0
71583_20180728_20180801,71583,2018-07-28,2018-08-01,1.0
71585_20180728_29991231,71585,2018-07-28,,0.0
71590_20180728_29991231,71590,2018-07-28,,0.0
71588_20180801_20180803,71588,2018-08-01,2018-08-03,1.0
71583_20180801_20180803,71583,2018-08-01,2018-08-03,1.0
71561_20180801_29991231,71561,2018-08-01,,0.0
71581_20180801_29991231,71581,2018-08-01,,0.0
71588_20180803_29991231,71588,2018-08-03,,0.0
71583_20180803_29991231,71583,2018-08-03,,0.0
41022_20190202_29991231,41022,2019-02-02,,0.0
71781_20180101_29991231,71781,2018-01-01,,0.0
28010_20161015_20161231,28010,2016-10-15,2016-12-31,1.0
28010_20161231_20180102,28010,2016-12-31,2018-01-02,1.0
43961_20171231_29991231,43961,2017-12-31,,0.0
71801_20180701_29991231,71801,2018-07-01,,0.0
3701_20190409_29991231,3701,2019-04-09,,0.0
28681_20151231_29991231,28681,2015-12-31,,0.0
18701_20171231_29991231,18701,2017-12-31,,0.0
72081_20190101_20200101,72081,2019-01-01,2020-01-01,1.0
72082_20170101_20170901,72082,2017-01-01,2017-09-01,1.0
72082_20170901_20180101,72082,2017-09-01,2018-01-01,1.0
72082_20180101_29991231,72082,2018-01-01,,0.0
72083_20170101_20170802,72083,2017-01-01,2017-08-02,1.0
72083_20170802_20180101,72083,2017-08-02,2018-01-01,1.0
72083_20180101_29991231,72083,2018-01-01,,0.0
72084_20190101_29991231,72084,2019-01-01,,0.0
20401_20190101_20190310,20401,2019-01-01,2019-03-10,1.0
72101_20170901_29991231,72101,2017-09-01,,0.0
72101_20170201_20170901,72101,2017-02-01,2017-09-01,1.0
72221_20160101_29991231,72221,2016-01-01,,0.0
72161_20180101_29991231,72161,2018-01-01,,0.0
73123_20180101_20191231,73123,2018-01-01,2019-12-31,1.0
73221_20180301_29991231,73221,2018-03-01,,0.0
73123_20191231_29991231,73123,2019-12-31,,0.0
73241_20181210_29991231,73241,2018-12-10,,0.0
73261_20110502_20190209,73261,2011-05-02,2019-02-09,1.0
72881_20180705_20180731,72881,2018-07-05,2018-07-31,1.0
73261_20190209_20190219,73261,2019-02-09,2019-02-19,1.0
72881_20180731_20190209,72881,2018-07-31,2019-02-09,1.0
68121_20180101_29991231,68121,2018-01-01,,0.0
68141_20180101_20180601,68141,2018-01-01,2018-06-01,1.0
68221_20180827_29991231,68221,2018-08-27,,0.0
68241_20180119_20200310,68241,2018-01-19,2020-03-10,1.0
68242_20180203_29991231,68242,2018-02-03,,0.0
68243_20190101_29991231,68243,2019-01-01,,0.0
68421_20160101_29991231,68421,2016-01-01,,0.0
68441_20180101_29991231,68441,2018-01-01,,0.0
68503_20190124_29991231,68503,2019-01-24,,0.0
68461_20170324_29991231,68461,2017-03-24,,0.0
68522_20180101_20190101,68522,2018-01-01,2019-01-01,1.0
68501_20190101_29991231,68501,2019-01-01,,0.0
42224_20170101_29991231,42224,2017-01-01,,0.0
68541_20180101_29991231,68541,2018-01-01,,0.0
68662_20180101_29991231,68662,2018-01-01,,0.0
68621_20180101_29991231,68621,2018-01-01,,0.0
68641_20180101_29991231,68641,2018-01-01,,0.0
68643_20170101_29991231,68643,2017-01-01,,0.0
68663_20170101_29991231,68663,2017-01-01,,0.0
68681_20190101_29991231,68681,2019-01-01,,0.0
68701_20190125_29991231,68701,2019-01-25,,0.0
68721_20170101_29991231,68721,2017-01-01,,0.0
69122_20190101_29991231,69122,2019-01-01,,0.0
69966_20181111_29991231,69966,2018-11-11,,0.0
69122_20090101_20190101,69122,2009-01-01,2019-01-01,1.0
69261_20190101_29991231,69261,2019-01-01,,0.0
69502_20180501_29991231,69502,2018-05-01,,0.0
69601_20190211_29991231,69601,2019-02-11,,0.0
69621_20171027_29991231,69621,2017-10-27,,0.0
69641_20180101_29991231,69641,2018-01-01,,0.0
69861_20180101_29991231,69861,2018-01-01,,0.0
69903_20181016_29991231,69903,2018-10-16,,0.0
69961_20181016_20190213,69961,2018-10-16,2019-02-13,1.0
69962_20170816_20190201,69962,2017-08-16,2019-02-01,1.0
69964_20181016_20190213,69964,2018-10-16,2019-02-13,1.0
69966_20181016_20181104,69966,2018-10-16,2018-11-04,1.0
69967_20181016_20181120,69967,2018-10-16,2018-11-20,1.0
69967_20181120_20181127,69967,2018-11-20,2018-11-27,1.0
69969_20181016_29991231,69969,2018-10-16,,0.0
69970_20181016_29991231,69970,2018-10-16,,0.0
69972_20181016_20181104,69972,2018-10-16,2018-11-04,1.0
69973_20181016_29991231,69973,2018-10-16,,0.0
69963_20181003_29991231,69963,2018-10-03,,0.0
69968_20181003_29991231,69968,2018-10-03,,0.0
69966_20181104_20181111,69966,2018-11-04,2018-11-11,1.0
69967_20181127_29991231,69967,2018-11-27,,0.0
69972_20181104_20181111,69972,2018-11-04,2018-11-11,1.0
69972_20181111_29991231,69972,2018-11-11,,0.0
69981_20180411_29991231,69981,2018-04-11,,0.0
69982_20180411_20180912,69982,2018-04-11,2018-09-12,1.0
69983_20180411_29991231,69983,2018-04-11,,0.0
69984_20180411_20180712,69984,2018-04-11,2018-07-12,1.0
69985_20180411_29991231,69985,2018-04-11,,0.0
69986_20180411_20180504,69986,2018-04-11,2018-05-04,1.0
69987_20180411_20180520,69987,2018-04-11,2018-05-20,1.0
69988_20180411_20180801,69988,2018-04-11,2018-08-01,1.0
69989_20180411_20180712,69989,2018-04-11,2018-07-12,1.0
69990_20180411_29991231,69990,2018-04-11,,0.0
69991_20180411_20180801,69991,2018-04-11,2018-08-01,1.0
69992_20180411_29991231,69992,2018-04-11,,0.0
69993_20180411_29991231,69993,2018-04-11,,0.0
69994_20180411_29991231,69994,2018-04-11,,0.0
70001_20180411_29991231,70001,2018-04-11,,0.0
69986_20180504_20180511,69986,2018-05-04,2018-05-11,1.0
69986_20180511_29991231,69986,2018-05-11,,0.0
69987_20180520_20180527,69987,2018-05-20,2018-05-27,1.0
69987_20180527_29991231,69987,2018-05-27,,0.0
69964_20190213_20190412,69964,2019-02-13,2019-04-12,1.0
69961_20190213_29991231,69961,2019-02-13,,0.0
69962_20190201_29991231,69962,2019-02-01,,0.0
69984_20180712_29991231,69984,2018-07-12,,0.0
69964_20190412_29991231,69964,2019-04-12,,0.0
69989_20180823_29991231,69989,2018-08-23,,0.0
69988_20180801_29991231,69988,2018-08-01,,0.0
69982_20180912_29991231,69982,2018-09-12,,0.0
70044_20180723_20180728,70044,2018-07-23,2018-07-28,1.0
70021_20180728_20180801,70021,2018-07-28,2018-08-01,1.0
70021_20180801_20180803,70021,2018-08-01,2018-08-03,1.0
70045_20180806_29991231,70045,2018-08-06,,0.0
70181_20130101_20180101,70181,2013-01-01,2018-01-01,1.0
70161_19770902_20121101,70161,1977-09-02,2012-11-01,1.0
70161_20121101_29991231,70161,2012-11-01,,0.0
70374_20190213_20190412,70374,2019-02-13,2019-04-12,1.0
70181_20190102_29991231,70181,2019-01-02,,0.0
70375_20190201_29991231,70375,2019-02-01,,0.0
70381_20190201_29991231,70381,2019-02-01,,0.0
70383_20190201_29991231,70383,2019-02-01,,0.0
70377_20190412_29991231,70377,2019-04-12,,0.0
70374_20190412_29991231,70374,2019-04-12,,0.0
70401_20180411_29991231,70401,2018-04-11,,0.0
70421_20180411_20180912,70421,2018-04-11,2018-09-12,1.0
70422_20180411_29991231,70422,2018-04-11,,0.0
70423_20180411_20180712,70423,2018-04-11,2018-07-12,1.0
70425_20180411_20180504,70425,2018-04-11,2018-05-04,1.0
70428_20180411_20180712,70428,2018-04-11,2018-07-12,1.0
70429_20180411_29991231,70429,2018-04-11,,0.0
70431_20180411_29991231,70431,2018-04-11,,0.0
70432_20180411_29991231,70432,2018-04-11,,0.0
70434_20180411_29991231,70434,2018-04-11,,0.0
70425_20180504_20180511,70425,2018-05-04,2018-05-11,1.0
