CONTRACT_KEY,EMP_CODE,CONTRACT_START_DATE,CONTRACT_END_DATE,PAID_HOURS,QUALIFDESCRIPTION
521_20150102_20160225,521,2016-02-25,2016-02-25,100.0,administrateur
521_20150101_20160225,521,2016-02-25,2016-02-25,100.0,administrateur
521_20090101_20160225,521,2016-02-25,2016-02-25,100.0,administrateur
521_20150102_20160225,521,2016-02-25,2016-02-25,100.0,agent administratif
521_20150101_20160225,521,2016-02-25,2016-02-25,100.0,agent administratif
521_20090101_20160225,521,2016-02-25,2016-02-25,100.0,agent administratif
526_20120101_20160225,526,2016-02-25,2016-02-25,100.0,administrateur
526_20120101_20160225,526,2016-02-25,2016-02-25,100.0,agent administratif
529_20120115_20160225,529,2016-02-25,2016-02-25,100.0,administrateur
529_20120115_20160225,529,2016-02-25,2016-02-25,100.0,agent administratif
596_20140101_20160225,596,2016-02-25,2016-02-25,100.0,cadre catégorie a
606_20141012_20160225,606,2016-02-25,2016-02-25,100.0,saisonnier
606_20140912_20160225,606,2016-02-25,2016-02-25,100.0,saisonnier
609_20140916_20160225,609,2016-02-25,2016-02-25,100.0,apprenti cadre
610_20140916_20160225,610,2016-02-25,2016-02-25,100.0,apprenti cadre
630_20141006_20160225,630,2016-02-25,2016-02-25,100.0,apprenti cadre
633_20140101_20160225,633,2016-02-25,2016-02-25,100.0,cadre catégorie a
634_20130202_20160225,634,2016-02-25,2016-02-25,100.0,cadre catégorie a
799_20150101_20160225,799,2016-02-25,2016-02-25,100.0,cadre catégorie a
800_20150101_20160225,800,2016-02-25,2016-02-25,100.0,cadre catégorie a
802_20150101_20160225,802,2016-02-25,2016-02-25,100.0,cadre catégorie a
804_20140101_20160225,804,2016-02-25,2016-02-25,100.0,cadre catégorie a
808_20150101_20160225,808,2016-02-25,2016-02-25,100.0,cadre catégorie a
820_20150401_20160225,820,2016-02-25,2016-02-25,100.0,cadre catégorie a
821_20150401_20160225,821,2016-02-25,2016-02-25,100.0,cadre catégorie a
822_20150401_20160225,822,2016-02-25,2016-02-25,100.0,cadre catégorie a
823_20150401_20160225,823,2016-02-25,2016-02-25,100.0,cadre catégorie a
824_20150401_20160225,824,2016-02-25,2016-02-25,100.0,cadre catégorie a
825_20150401_20160225,825,2016-02-25,2016-02-25,100.0,cadre catégorie a
827_20150401_20160225,827,2016-02-25,2016-02-25,100.0,cadre catégorie a
9022_20150101_20160224,9022,2016-02-18,2016-02-24,100.0,administrateur
9022_20150101_20160224,9022,2016-02-18,2016-02-24,100.0,agent administratif
9041_20140101_20160224,9041,2016-02-18,2016-02-24,100.0,cadre catégorie a
9222_20150101_20160224,9222,2016-02-18,2016-02-24,100.0,administrateur
9222_20150101_20160224,9222,2016-02-18,2016-02-24,100.0,agent administratif
9361_20150101_20160224,9361,2016-02-18,2016-02-24,100.0,cadre catégorie a
9401_20150101_20160224,9401,2016-02-18,2016-02-24,100.0,administrateur
9401_20150101_20160224,9401,2016-02-18,2016-02-24,100.0,agent administratif
9461_20150504_20160224,9461,2016-02-18,2016-02-24,100.0,employé
9461_20150101_20160224,9461,2016-02-18,2016-02-24,100.0,employé
9641_20150101_20160224,9641,2016-02-18,2016-02-24,100.0,administrateur
9641_20150101_20160224,9641,2016-02-18,2016-02-24,100.0,agent administratif
9681_20190302_20160224,9681,2016-02-18,2016-02-24,100.0,cadre catégorie a
9681_20150101_20160224,9681,2016-02-18,2016-02-24,100.0,cadre catégorie a
9901_20150601_20160224,9901,2016-02-18,2016-02-24,100.0,cadre catégorie a
9901_20150601_20160224,9901,2016-02-18,2016-02-24,100.0,cadre catégorie a
10041_20150501_20160224,10041,2016-02-18,2016-02-24,100.0,cadre catégorie a
10041_20150101_20160224,10041,2016-02-18,2016-02-24,100.0,cadre catégorie a
10061_20130101_20160224,10061,2016-02-18,2016-02-24,100.0,administrateur
10061_20130101_20160224,10061,2016-02-18,2016-02-24,100.0,agent administratif
10121_20150101_20160224,10121,2016-02-18,2016-02-24,100.0,cadre catégorie a
10241_20140101_20160224,10241,2016-02-18,2016-02-24,100.0,cadre catégorie a
10341_20140101_20160224,10341,2016-02-18,2016-02-24,100.0,cadre catégorie a
10361_20150101_20160224,10361,2016-02-18,2016-02-24,100.0,cadre catégorie a
10501_20140101_20160224,10501,2016-02-18,2016-02-24,100.0,cadre catégorie a
10601_20160201_20160224,10601,2016-02-18,2016-02-24,100.0,cadre catégorie a
10761_20140101_20160224,10761,2016-02-18,2016-02-24,100.0,cadre catégorie a
10981_20150101_20160224,10981,2016-02-18,2016-02-24,100.0,administrateur
10981_20150101_20160224,10981,2016-02-18,2016-02-24,100.0,agent administratif
11181_20150101_20160224,11181,2016-02-18,2016-02-24,100.0,cadre catégorie a
11341_20160101_20160224,11341,2016-02-18,2016-02-24,100.0,ouvrier mensuel
11341_20150901_20160224,11341,2016-02-18,2016-02-24,100.0,ouvrier mensuel
11361_20150901_20160224,11361,2016-02-18,2016-02-24,100.0,ouvrier mensuel
11381_20151110_20160224,11381,2016-02-18,2016-02-24,100.0,cadre catégorie a
11381_20150301_20160224,11381,2016-02-18,2016-02-24,100.0,cadre catégorie a
5461_20120101_20160217,5461,2016-02-17,2016-02-17,100.0,cadre catégorie a
5481_20151010_20160217,5481,2016-02-17,2016-02-17,100.0,administrateur
5481_20150101_20160217,5481,2016-02-17,2016-02-17,100.0,administrateur
5481_20151010_20160217,5481,2016-02-17,2016-02-17,100.0,agent administratif
5481_20150101_20160217,5481,2016-02-17,2016-02-17,100.0,agent administratif
5522_20151011_20160217,5522,2016-02-17,2016-02-17,100.0,cadre catégorie a
5522_20150101_20160217,5522,2016-02-17,2016-02-17,100.0,cadre catégorie a
5562_20151011_20160217,5562,2016-02-17,2016-02-17,100.0,cadre catégorie a
5562_20150101_20160217,5562,2016-02-17,2016-02-17,100.0,cadre catégorie a
7041_20140101_20160217,7041,2016-02-17,2016-02-17,100.0,employé
7302_20150101_20160217,7302,2016-02-17,2016-02-17,100.0,employé
7421_20100101_20160217,7421,2016-02-17,2016-02-17,100.0,employé
7581_20150101_29991231,7581,2016-02-17,,100.0,employé
7601_20150901_20160217,7601,2016-02-17,2016-02-17,100.0,employé
7621_20150803_20160217,7621,2016-02-17,2016-02-17,100.0,employé
8001_20150101_29991231,8001,2016-02-17,,100.0,employé
8121_20150101_20160217,8121,2016-02-17,2016-02-17,100.0,employé
8141_20150101_20160217,8141,2016-02-17,2016-02-17,100.0,employé
8201_20150101_20160217,8201,2016-02-17,2016-02-17,100.0,employé
8242_20150101_20160217,8242,2016-02-17,2016-02-17,100.0,administrateur
8242_20150101_20160217,8242,2016-02-17,2016-02-17,100.0,agent administratif
8721_20151201_20160217,8721,2016-02-17,2016-02-17,100.0,cadre catégorie a
8761_20130101_20160217,8761,2016-02-17,2016-02-17,100.0,cadre catégorie a
8941_20150101_20160217,8941,2016-02-17,2016-02-17,100.0,cadre catégorie a
8961_20140101_20160217,8961,2016-02-17,2016-02-17,100.0,cadre catégorie a
8981_20140101_20160217,8981,2016-02-17,2016-02-17,100.0,cadre catégorie a
9021_20150101_20160217,9021,2016-02-17,2016-02-17,100.0,cadre catégorie a
9022_20150101_20160217,9022,2016-02-17,2016-02-17,100.0,administrateur
9022_20150101_20160217,9022,2016-02-17,2016-02-17,100.0,agent administratif
9041_20140101_20160217,9041,2016-02-17,2016-02-17,100.0,cadre catégorie a
9222_20150101_20160217,9222,2016-02-17,2016-02-17,100.0,administrateur
9222_20150101_20160217,9222,2016-02-17,2016-02-17,100.0,agent administratif
9361_20150101_20160217,9361,2016-02-17,2016-02-17,100.0,cadre catégorie a
9401_20150101_20160217,9401,2016-02-17,2016-02-17,100.0,administrateur
9401_20150101_20160217,9401,2016-02-17,2016-02-17,100.0,agent administratif
9461_20150504_20160217,9461,2016-02-17,2016-02-17,100.0,employé
9461_20150101_20160217,9461,2016-02-17,2016-02-17,100.0,employé
9641_20150101_20160217,9641,2016-02-17,2016-02-17,100.0,administrateur
9641_20150101_20160217,9641,2016-02-17,2016-02-17,100.0,agent administratif
9681_20190302_20160217,9681,2016-02-17,2016-02-17,100.0,cadre catégorie a
9681_20150101_20160217,9681,2016-02-17,2016-02-17,100.0,cadre catégorie a
9901_20150601_20160217,9901,2016-02-17,2016-02-17,100.0,cadre catégorie a
9901_20150601_20160217,9901,2016-02-17,2016-02-17,100.0,cadre catégorie a
9967_20150401_29991231,9967,2016-02-17,,100.0,cadre catégorie a
9967_20150101_29991231,9967,2016-02-17,,100.0,cadre catégorie a
10041_20150501_20160217,10041,2016-02-17,2016-02-17,100.0,cadre catégorie a
10041_20150101_20160217,10041,2016-02-17,2016-02-17,100.0,cadre catégorie a
10061_20130101_20160217,10061,2016-02-17,2016-02-17,100.0,administrateur
10061_20130101_20160217,10061,2016-02-17,2016-02-17,100.0,agent administratif
10121_20150101_20160217,10121,2016-02-17,2016-02-17,100.0,cadre catégorie a
10141_20151101_29991231,10141,2016-02-17,,100.0,cadre catégorie a
10241_20140101_20160217,10241,2016-02-17,2016-02-17,100.0,cadre catégorie a
10341_20140101_20160217,10341,2016-02-17,2016-02-17,100.0,cadre catégorie a
10361_20150101_20160217,10361,2016-02-17,2016-02-17,100.0,cadre catégorie a
10501_20140101_20160217,10501,2016-02-17,2016-02-17,100.0,cadre catégorie a
10601_20160201_20160217,10601,2016-02-17,2016-02-17,100.0,cadre catégorie a
10761_20140101_20160217,10761,2016-02-17,2016-02-17,100.0,cadre catégorie a
10981_20150101_20160217,10981,2016-02-17,2016-02-17,100.0,administrateur
10981_20150101_20160217,10981,2016-02-17,2016-02-17,100.0,agent administratif
11181_20150101_20160217,11181,2016-02-17,2016-02-17,100.0,cadre catégorie a
11341_20160101_20160217,11341,2016-02-17,2016-02-17,100.0,ouvrier mensuel
11341_20150901_20160217,11341,2016-02-17,2016-02-17,100.0,ouvrier mensuel
11361_20150901_20160217,11361,2016-02-17,2016-02-17,100.0,ouvrier mensuel
11381_20151110_20160217,11381,2016-02-17,2016-02-17,100.0,cadre catégorie a
11381_20150301_20160217,11381,2016-02-17,2016-02-17,100.0,cadre catégorie a
11461_20150901_20160217,11461,2016-02-17,2016-02-17,100.0,ouvrier mensuel
11481_20150901_20160217,11481,2016-02-17,2016-02-17,100.0,ouvrier mensuel
11461_20150901_20160224,11461,2016-02-18,2016-02-24,100.0,ouvrier mensuel
11481_20150901_20160224,11481,2016-02-18,2016-02-24,100.0,ouvrier mensuel
12243_20150101_20150430,12243,2015-01-01,2015-04-30,100.0,administrateur
12243_20150101_20150430,12243,2015-01-01,2015-04-30,100.0,administrateur
12243_20150101_20150430,12243,2015-01-01,2015-04-30,100.0,agent administratif
12243_20150101_20150430,12243,2015-01-01,2015-04-30,100.0,agent administratif
12261_20150101_20150630,12261,2015-01-01,2015-06-30,100.0,cadre
12261_20150101_20150630,12261,2015-01-01,2015-06-30,100.0,cadre
12261_20150101_20160224,12261,2015-07-01,2016-02-24,100.0,cadre
12261_20150101_20160224,12261,2015-07-01,2016-02-24,100.0,cadre
12261_20150101_29991231,12261,2015-08-01,,100.0,cadre
12261_20150101_29991231,12261,2015-08-01,,100.0,cadre
830_20150401_20160225,830,2016-02-25,2016-02-25,100.0,cadre catégorie a
828_20150401_20160225,828,2016-02-25,2016-02-25,100.0,cadre catégorie a
832_20150101_20160225,832,2016-02-25,2016-02-25,100.0,agent de maîtrise d'atelier
892_20150101_20160225,892,2016-02-25,2016-02-25,100.0,apprenti non cadre
893_20150101_20160225,893,2016-02-25,2016-02-25,100.0,apprenti cadre
911_20140101_20160225,911,2016-02-25,2016-02-25,100.0,administrateur
911_20140101_20160225,911,2016-02-25,2016-02-25,100.0,agent administratif
912_20150101_20160225,912,2016-02-25,2016-02-25,100.0,cadre catégorie a
913_20150101_20160225,913,2016-02-25,2016-02-25,100.0,cadre catégorie a
922_20150201_20160225,922,2016-02-25,2016-02-25,100.0,cadre catégorie a
922_20140101_20160225,922,2016-02-25,2016-02-25,100.0,cadre catégorie a
923_20150101_20160225,923,2016-02-25,2016-02-25,100.0,cadre catégorie a
923_20140101_20160225,923,2016-02-25,2016-02-25,100.0,cadre catégorie a
924_20150101_20160225,924,2016-02-25,2016-02-25,100.0,cadre catégorie a
924_20140101_20160225,924,2016-02-25,2016-02-25,100.0,cadre catégorie a
925_20140101_20160225,925,2016-02-25,2016-02-25,100.0,apprenti non cadre
926_20150101_20160225,926,2016-02-25,2016-02-25,100.0,cadre catégorie a
926_20140101_20160225,926,2016-02-25,2016-02-25,100.0,cadre catégorie a
927_20150221_20160225,927,2016-02-25,2016-02-25,100.0,cadre catégorie a
927_20140301_20160225,927,2016-02-25,2016-02-25,100.0,cadre catégorie a
928_20150314_20160225,928,2016-02-25,2016-02-25,100.0,cadre catégorie a
928_20140101_20160225,928,2016-02-25,2016-02-25,100.0,cadre catégorie a
929_20150101_20160225,929,2016-02-25,2016-02-25,100.0,cadre catégorie a
929_20140101_20160225,929,2016-02-25,2016-02-25,100.0,cadre catégorie a
1283_20141001_20160225,1283,2016-02-25,2016-02-25,100.0,administrateur
1283_20141001_20160225,1283,2016-02-25,2016-02-25,100.0,agent administratif
521_20150102_20160224,521,2016-02-18,2016-02-24,100.0,administrateur
521_20150101_20160224,521,2016-02-18,2016-02-24,100.0,administrateur
521_20090101_20160224,521,2016-02-18,2016-02-24,100.0,administrateur
521_20150102_20160224,521,2016-02-18,2016-02-24,100.0,agent administratif
521_20150101_20160224,521,2016-02-18,2016-02-24,100.0,agent administratif
521_20090101_20160224,521,2016-02-18,2016-02-24,100.0,agent administratif
526_20120101_20160224,526,2016-02-18,2016-02-24,100.0,administrateur
526_20120101_20160224,526,2016-02-18,2016-02-24,100.0,agent administratif
529_20120115_20160224,529,2016-02-18,2016-02-24,100.0,administrateur
529_20120115_20160224,529,2016-02-18,2016-02-24,100.0,agent administratif
596_20140101_20160224,596,2016-02-18,2016-02-24,100.0,cadre catégorie a
606_20141012_20160224,606,2016-02-18,2016-02-24,100.0,saisonnier
606_20140912_20160224,606,2016-02-18,2016-02-24,100.0,saisonnier
609_20140916_20160224,609,2016-02-18,2016-02-24,100.0,apprenti cadre
610_20140916_20160224,610,2016-02-18,2016-02-24,100.0,apprenti cadre
630_20141006_20160224,630,2016-02-18,2016-02-24,100.0,apprenti cadre
633_20140101_20160224,633,2016-02-18,2016-02-24,100.0,cadre catégorie a
634_20130202_20160224,634,2016-02-18,2016-02-24,100.0,cadre catégorie a
799_20150101_20160224,799,2016-02-18,2016-02-24,100.0,cadre catégorie a
800_20150101_20160224,800,2016-02-18,2016-02-24,100.0,cadre catégorie a
802_20150101_20160224,802,2016-02-18,2016-02-24,100.0,cadre catégorie a
804_20140101_20160224,804,2016-02-18,2016-02-24,100.0,cadre catégorie a
808_20150101_20160224,808,2016-02-18,2016-02-24,100.0,cadre catégorie a
820_20150401_20160224,820,2016-02-18,2016-02-24,100.0,cadre catégorie a
821_20150401_20160224,821,2016-02-18,2016-02-24,100.0,cadre catégorie a
822_20150401_20160224,822,2016-02-18,2016-02-24,100.0,cadre catégorie a
823_20150401_20160224,823,2016-02-18,2016-02-24,100.0,cadre catégorie a
824_20150401_20160224,824,2016-02-18,2016-02-24,100.0,cadre catégorie a
825_20150401_20160224,825,2016-02-18,2016-02-24,100.0,cadre catégorie a
826_20150401_20160224,826,2016-02-18,2016-02-24,100.0,cadre catégorie a
827_20150401_20160224,827,2016-02-18,2016-02-24,100.0,cadre catégorie a
828_20150401_20160224,828,2016-02-18,2016-02-24,100.0,cadre catégorie a
830_20150401_20160224,830,2016-02-18,2016-02-24,100.0,cadre catégorie a
832_20150101_20160224,832,2016-02-18,2016-02-24,100.0,agent de maîtrise d'atelier
892_20150101_20160224,892,2016-02-18,2016-02-24,100.0,apprenti non cadre
893_20150101_20160224,893,2016-02-18,2016-02-24,100.0,apprenti cadre
911_20140101_20160224,911,2016-02-18,2016-02-24,100.0,administrateur
911_20140101_20160224,911,2016-02-18,2016-02-24,100.0,agent administratif
912_20150101_20160224,912,2016-02-18,2016-02-24,100.0,cadre catégorie a
913_20150101_20160224,913,2016-02-18,2016-02-24,100.0,cadre catégorie a
922_20150201_20160224,922,2016-02-18,2016-02-24,100.0,cadre catégorie a
922_20140101_20160224,922,2016-02-18,2016-02-24,100.0,cadre catégorie a
923_20150101_20160224,923,2016-02-18,2016-02-24,100.0,cadre catégorie a
923_20140101_20160224,923,2016-02-18,2016-02-24,100.0,cadre catégorie a
924_20150101_20160224,924,2016-02-18,2016-02-24,100.0,cadre catégorie a
924_20140101_20160224,924,2016-02-18,2016-02-24,100.0,cadre catégorie a
925_20140101_20160224,925,2016-02-18,2016-02-24,100.0,apprenti non cadre
926_20150101_20160224,926,2016-02-18,2016-02-24,100.0,cadre catégorie a
926_20140101_20160224,926,2016-02-18,2016-02-24,100.0,cadre catégorie a
927_20150221_20160224,927,2016-02-18,2016-02-24,100.0,cadre catégorie a
927_20140301_20160224,927,2016-02-18,2016-02-24,100.0,cadre catégorie a
928_20150314_20160224,928,2016-02-18,2016-02-24,100.0,cadre catégorie a
928_20140101_20160224,928,2016-02-18,2016-02-24,100.0,cadre catégorie a
929_20150101_20160224,929,2016-02-18,2016-02-24,100.0,cadre catégorie a
929_20140101_20160224,929,2016-02-18,2016-02-24,100.0,cadre catégorie a
1283_20141001_20160224,1283,2016-02-18,2016-02-24,100.0,administrateur
1283_20141001_20160224,1283,2016-02-18,2016-02-24,100.0,agent administratif
1301_20150101_20160224,1301,2016-02-18,2016-02-24,100.0,administrateur
1301_20141001_20160224,1301,2016-02-18,2016-02-24,100.0,administrateur
1301_20150101_20160224,1301,2016-02-18,2016-02-24,100.0,agent administratif
1301_20141001_20160224,1301,2016-02-18,2016-02-24,100.0,agent administratif
1302_20150101_20160224,1302,2016-02-18,2016-02-24,100.0,administrateur
1302_20141001_20160224,1302,2016-02-18,2016-02-24,100.0,administrateur
1302_20150101_20160224,1302,2016-02-18,2016-02-24,100.0,agent administratif
1302_20141001_20160224,1302,2016-02-18,2016-02-24,100.0,agent administratif
4601_20150201_20160224,4601,2016-02-18,2016-02-24,100.0,cadre catégorie a
4682_20150201_20160224,4682,2016-02-18,2016-02-24,100.0,cadre catégorie a
4781_20150101_20160224,4781,2016-02-18,2016-02-24,100.0,cadre catégorie a
4821_20140101_20160224,4821,2016-02-18,2016-02-24,100.0,cadre catégorie a
4881_20150101_20160224,4881,2016-02-18,2016-02-24,100.0,cadre catégorie a
5181_20141001_20160224,5181,2016-02-18,2016-02-24,100.0,cadre catégorie a
5224_20141001_20160224,5224,2016-02-18,2016-02-24,100.0,administrateur
5224_20141001_20160224,5224,2016-02-18,2016-02-24,100.0,agent administratif
5225_20230106_20160224,5225,2016-02-18,2016-02-24,100.0,administrateur
5225_20141001_20160224,5225,2016-02-18,2016-02-24,100.0,administrateur
5225_20230106_20160224,5225,2016-02-18,2016-02-24,100.0,agent administratif
5225_20141001_20160224,5225,2016-02-18,2016-02-24,100.0,agent administratif
5402_20150101_20160224,5402,2016-02-18,2016-02-24,100.0,cadre catégorie a
10501_20140101_20160225,10501,2016-02-25,2016-02-25,100.0,cadre catégorie a
10601_20160201_20160225,10601,2016-02-25,2016-02-25,100.0,cadre catégorie a
10761_20140101_20160225,10761,2016-02-25,2016-02-25,100.0,cadre catégorie a
10781_20140101_20160225,10781,2016-02-25,2016-02-25,100.0,cadre catégorie a
10881_20140220_20160225,10881,2016-02-25,2016-02-25,100.0,cadre catégorie a
10881_20140101_20160225,10881,2016-02-25,2016-02-25,100.0,cadre catégorie a
10981_20150101_20160225,10981,2016-02-25,2016-02-25,100.0,administrateur
10981_20150101_20160225,10981,2016-02-25,2016-02-25,100.0,agent administratif
11181_20150101_20160225,11181,2016-02-25,2016-02-25,100.0,cadre catégorie a
11341_20160101_20160225,11341,2016-02-25,2016-02-25,100.0,ouvrier mensuel
11341_20150901_20160225,11341,2016-02-25,2016-02-25,100.0,ouvrier mensuel
11361_20150901_20160225,11361,2016-02-25,2016-02-25,100.0,ouvrier mensuel
11381_20151110_20160225,11381,2016-02-25,2016-02-25,100.0,cadre catégorie a
11381_20150301_20160225,11381,2016-02-25,2016-02-25,100.0,cadre catégorie a
11461_20150901_20160225,11461,2016-02-25,2016-02-25,100.0,ouvrier mensuel
11481_20150901_20160225,11481,2016-02-25,2016-02-25,100.0,ouvrier mensuel
12243_20150101_20160225,12243,2016-02-25,2016-02-25,100.0,administrateur
12243_20150101_20160225,12243,2016-02-25,2016-02-25,100.0,administrateur
12243_20150101_20160225,12243,2016-02-25,2016-02-25,100.0,agent administratif
12243_20150101_20160225,12243,2016-02-25,2016-02-25,100.0,agent administratif
12261_20150101_20160225,12261,2016-02-25,2016-02-25,100.0,cadre
12261_20150101_20160225,12261,2016-02-25,2016-02-25,100.0,cadre
12341_20150101_20160225,12341,2016-02-25,2016-02-25,100.0,employé
9222_20150101_29991231,9222,2016-02-26,,100.0,administrateur
9222_20150101_29991231,9222,2016-02-26,,100.0,agent administratif
8961_20140101_20200420,8961,2016-02-26,2020-04-20,100.0,cadre catégorie a
8981_20140101_29991231,8981,2016-02-26,,100.0,cadre catégorie a
9021_20150101_29991231,9021,2016-02-26,,100.0,cadre catégorie a
9022_20150101_29991231,9022,2016-02-26,,100.0,administrateur
9022_20150101_29991231,9022,2016-02-26,,100.0,agent administratif
9041_20140101_29991231,9041,2016-02-26,,100.0,cadre catégorie a
9361_20150101_29991231,9361,2016-02-26,,100.0,cadre catégorie a
9401_20150101_29991231,9401,2016-02-26,,100.0,administrateur
9401_20150101_29991231,9401,2016-02-26,,100.0,agent administratif
9461_20150504_29991231,9461,2016-02-26,,100.0,employé
9461_20150101_29991231,9461,2016-02-26,,100.0,employé
9641_20150101_29991231,9641,2016-02-26,,100.0,administrateur
9641_20150101_29991231,9641,2016-02-26,,100.0,agent administratif
9681_20190302_20190101,9681,2016-02-26,2019-01-01,100.0,cadre catégorie a
9681_20150101_20190101,9681,2016-02-26,2019-01-01,100.0,cadre catégorie a
9901_20150601_29991231,9901,2016-02-26,,100.0,cadre catégorie a
9901_20150601_29991231,9901,2016-02-26,,100.0,cadre catégorie a
10041_20150501_29991231,10041,2016-02-26,,100.0,cadre catégorie a
10041_20150101_29991231,10041,2016-02-26,,100.0,cadre catégorie a
10061_20130101_29991231,10061,2016-02-26,,100.0,administrateur
10061_20130101_29991231,10061,2016-02-26,,100.0,agent administratif
10121_20150101_29991231,10121,2016-02-26,,100.0,cadre catégorie a
10241_20140101_20160422,10241,2016-02-26,2016-04-22,100.0,cadre catégorie a
10341_20140101_29991231,10341,2016-02-26,,100.0,cadre catégorie a
10361_20150101_29991231,10361,2016-02-26,,100.0,cadre catégorie a
10501_20140101_29991231,10501,2016-02-26,,100.0,cadre catégorie a
10601_20160201_29991231,10601,2016-02-26,,100.0,cadre catégorie a
10761_20140101_29991231,10761,2016-02-26,,100.0,cadre catégorie a
10781_20140101_29991231,10781,2016-02-26,,100.0,cadre catégorie a
10881_20140220_20161219,10881,2016-02-26,2016-12-19,100.0,cadre catégorie a
10881_20140101_20161219,10881,2016-02-26,2016-12-19,100.0,cadre catégorie a
10981_20150101_29991231,10981,2016-02-26,,100.0,administrateur
10981_20150101_29991231,10981,2016-02-26,,100.0,agent administratif
11181_20150101_29991231,11181,2016-02-26,,100.0,cadre catégorie a
11341_20160101_29991231,11341,2016-02-26,,100.0,ouvrier mensuel
11341_20150901_29991231,11341,2016-02-26,,100.0,ouvrier mensuel
11361_20150901_29991231,11361,2016-02-26,,100.0,ouvrier mensuel
11381_20151110_29991231,11381,2016-02-26,,100.0,cadre catégorie a
11381_20150301_29991231,11381,2016-02-26,,100.0,cadre catégorie a
11461_20150901_29991231,11461,2016-02-26,,100.0,ouvrier mensuel
11481_20150901_29991231,11481,2016-02-26,,100.0,ouvrier mensuel
12243_20150101_29991231,12243,2016-02-26,,100.0,administrateur
12243_20150101_29991231,12243,2016-02-26,,100.0,administrateur
12243_20150101_29991231,12243,2016-02-26,,100.0,agent administratif
12243_20150101_29991231,12243,2016-02-26,,100.0,agent administratif
12261_20150101_29991231,12261,2016-02-26,,100.0,cadre
12261_20150101_29991231,12261,2016-02-26,,100.0,cadre
12341_20150101_29991231,12341,2016-02-26,,100.0,employé
12782_20150801_29991231,12782,2015-08-01,,100.0,ouvrier mensuel
521_20150102_29991231,521,2016-02-26,,100.0,administrateur
521_20150101_29991231,521,2016-02-26,,100.0,administrateur
521_20090101_29991231,521,2016-02-26,,100.0,administrateur
521_20150102_29991231,521,2016-02-26,,100.0,agent administratif
521_20150101_29991231,521,2016-02-26,,100.0,agent administratif
521_20090101_29991231,521,2016-02-26,,100.0,agent administratif
526_20120101_29991231,526,2016-02-26,,100.0,administrateur
526_20120101_29991231,526,2016-02-26,,100.0,agent administratif
529_20120115_29991231,529,2016-02-26,,100.0,administrateur
529_20120115_29991231,529,2016-02-26,,100.0,agent administratif
596_20140101_29991231,596,2016-02-26,,100.0,cadre catégorie a
606_20141012_29991231,606,2016-02-26,,100.0,saisonnier
606_20140912_29991231,606,2016-02-26,,100.0,saisonnier
609_20140916_29991231,609,2016-02-26,,100.0,apprenti cadre
610_20140916_29991231,610,2016-02-26,,100.0,apprenti cadre
630_20141006_29991231,630,2016-02-26,,100.0,apprenti cadre
633_20140101_29991231,633,2016-02-26,,100.0,cadre catégorie a
634_20130202_29991231,634,2016-02-26,,100.0,cadre catégorie a
799_20150101_29991231,799,2016-02-26,,100.0,cadre catégorie a
800_20150101_29991231,800,2016-02-26,,100.0,cadre catégorie a
802_20150101_29991231,802,2016-02-26,,100.0,cadre catégorie a
804_20140101_29991231,804,2016-02-26,,100.0,cadre catégorie a
808_20150101_29991231,808,2016-02-26,,100.0,cadre catégorie a
820_20150401_29991231,820,2016-02-26,,100.0,cadre catégorie a
821_20150401_29991231,821,2016-02-26,,100.0,cadre catégorie a
822_20150401_29991231,822,2016-02-26,,100.0,cadre catégorie a
823_20150401_29991231,823,2016-02-26,,100.0,cadre catégorie a
824_20150401_29991231,824,2016-02-26,,100.0,cadre catégorie a
825_20150401_29991231,825,2016-02-26,,100.0,cadre catégorie a
826_20150401_29991231,826,2016-02-26,,100.0,cadre catégorie a
827_20150401_29991231,827,2016-02-26,,100.0,cadre catégorie a
828_20150401_29991231,828,2016-02-26,,100.0,cadre catégorie a
830_20150401_29991231,830,2016-02-26,,100.0,cadre catégorie a
832_20150101_29991231,832,2016-02-26,,100.0,agent de maîtrise d'atelier
892_20150101_29991231,892,2016-02-26,,100.0,apprenti non cadre
893_20150101_29991231,893,2016-02-26,,100.0,apprenti cadre
911_20140101_29991231,911,2016-02-26,,100.0,administrateur
911_20140101_29991231,911,2016-02-26,,100.0,agent administratif
912_20150101_29991231,912,2016-02-26,,100.0,cadre catégorie a
913_20150101_29991231,913,2016-02-26,,100.0,cadre catégorie a
922_20150201_29991231,922,2016-02-26,,100.0,cadre catégorie a
922_20140101_29991231,922,2016-02-26,,100.0,cadre catégorie a
923_20150101_29991231,923,2016-02-26,,100.0,cadre catégorie a
923_20140101_29991231,923,2016-02-26,,100.0,cadre catégorie a
924_20150101_29991231,924,2016-02-26,,100.0,cadre catégorie a
924_20140101_29991231,924,2016-02-26,,100.0,cadre catégorie a
925_20140101_29991231,925,2016-02-26,,100.0,apprenti non cadre
926_20150101_29991231,926,2016-02-26,,100.0,cadre catégorie a
926_20140101_29991231,926,2016-02-26,,100.0,cadre catégorie a
927_20150221_29991231,927,2016-02-26,,100.0,cadre catégorie a
927_20140301_29991231,927,2016-02-26,,100.0,cadre catégorie a
928_20150314_29991231,928,2016-02-26,,100.0,cadre catégorie a
928_20140101_29991231,928,2016-02-26,,100.0,cadre catégorie a
929_20150101_29991231,929,2016-02-26,,100.0,cadre catégorie a
