POSITION,PROMOTION,ASSIGNMENTs,SALARY,SENIORITY_YEARS,GENDER,ABSENCES,TURNOVER
operations,0,3,medium,7.0,0,184.82031824872072,no
operations,0,4,medium,6.0,0,181.5266702014791,no
operations,0,3,medium,4.0,0,176.82590713409863,no
engineering,0,4,low,6.0,0,182.7377975561497,no
support,0,3,high,4.0,0,177.72723071847233,no
finance,0,3,medium,7.0,1,187.15553718664967,no
support,0,3,high,4.0,1,177.97889287702338,no
sales,0,3,medium,6.0,0,182.16393816125708,no
retail,0,4,medium,5.0,1,181.15012258794349,no
IT,0,3,low,7.0,0,184.90910964684383,no
IT,0,4,medium,6.0,0,182.003002459096,no
operations,0,3,medium,4.0,1,175.87818040959752,no
retail,0,2,low,7.0,0,184.5312576265869,no
marketing,0,2,high,6.0,0,182.5870722180926,no
support,0,3,medium,6.0,0,183.22741661401164,no
retail,0,3,medium,5.0,0,180.4945285535001,no
admin,0,4,high,5.0,0,180.15682077505977,no
retail,0,3,medium,5.0,0,180.5478896480671,no
operations,0,3,medium,5.0,0,179.19664261081854,no
support,0,3,high,6.0,0,182.5345591943696,no
marketing,0,3,medium,6.0,0,181.626495275932,no
marketing,0,4,medium,5.0,0,180.5030655311469,no
sales,0,3,low,5.0,0,180.7207486941212,no
sales,0,4,medium,5.0,0,179.21864560062514,no
operations,0,4,medium,5.0,1,179.3312204476858,no
sales,0,3,medium,5.0,0,181.3545433400496,no
IT,0,3,medium,4.0,0,175.9981605185803,no
retail,0,3,medium,6.0,0,181.91362831511333,no
IT,0,3,medium,6.0,0,184.0427041223084,no
retail,0,3,medium,6.0,0,183.08476343763604,no
operations,0,4,high,4.0,0,178.1443570984758,no
admin,0,2,medium,5.0,1,178.85061305134673,no
sales,0,3,medium,5.0,0,181.3519938309344,no
operations,0,4,medium,5.0,0,180.5066626171869,no
engineering,0,4,medium,6.0,0,183.4304962757867,no
IT,0,5,medium,4.0,0,177.3082336596798,no
admin,0,4,medium,7.0,0,185.11527198147,no
sales,0,3,medium,6.0,0,183.6699943357942,no
admin,1,3,high,5.0,0,181.33869701641945,no
sales,0,4,medium,5.0,1,180.5491006234394,no
retail,0,3,medium,5.0,1,180.0550580107293,no
engineering,1,4,medium,7.0,1,185.10721939305523,no
operations,0,3,low,4.0,0,176.67578867085518,no
engineering,0,3,low,6.0,0,183.8974678136368,no
finance,0,3,medium,4.0,0,178.0250845915964,no
finance,0,3,medium,6.0,0,182.04276025003284,no
operations,0,3,high,5.0,0,179.44233148047084,no
retail,0,4,medium,6.0,0,181.82512215984312,no
sales,0,3,medium,6.0,0,182.7546057390549,no
retail,0,4,medium,5.0,0,181.3920509671273,no
sales,0,3,medium,5.0,1,179.40021679614895,no
engineering,0,4,medium,6.0,0,182.9943932350599,no
IT,0,4,low,5.0,0,180.8149605228648,no
admin,0,4,medium,5.0,0,180.82431875239448,no
operations,0,4,medium,7.0,0,186.8791712379784,no
marketing,0,3,medium,7.0,1,184.69938315632623,no
retail,0,4,low,7.0,1,185.0445916229468,no
support,0,3,low,5.0,0,180.92263322565384,no
retail,0,3,medium,6.0,0,181.68481070965825,no
operations,0,4,medium,6.0,0,184.30592291889684,no
finance,0,3,medium,6.0,0,183.475061204825,no
marketing,0,3,high,4.0,0,177.4343942733778,no
retail,0,3,low,6.0,1,182.91313080336545,no
engineering,0,3,medium,4.0,0,178.0104173932258,no
marketing,0,4,low,6.0,1,183.0763511447265,no
logistics,0,3,medium,5.0,1,181.06889634383845,no
engineering,0,4,medium,7.0,0,185.82307135993904,no
support,0,3,high,5.0,1,180.15727343468416,no
sales,0,3,medium,6.0,0,183.2726062821761,no
retail,0,2,medium,5.0,0,180.0265425055168,no
engineering,0,4,low,6.0,0,181.5435213880102,no
finance,0,3,medium,5.0,0,181.447093908352,no
engineering,0,3,medium,6.0,1,181.98285476967567,no
sales,0,3,medium,5.0,0,181.22878629174184,no
admin,0,3,medium,4.0,0,178.05722934206918,no
engineering,0,4,low,6.0,0,183.4624923315893,no
support,0,3,medium,6.0,0,182.05618817357825,no
marketing,0,3,medium,5.0,0,181.29319180908783,no
sales,0,4,medium,5.0,0,180.47468344952807,no
admin,0,3,high,5.0,0,180.10915188770247,no
sales,0,4,low,7.0,0,185.0215526423906,no
sales,0,4,medium,6.0,0,181.51656059562603,no
sales,0,3,low,5.0,0,180.7469333763157,no
IT,0,3,medium,5.0,1,181.08733230865369,no
retail,0,3,low,4.0,0,177.5762670104705,no
retail,0,3,low,5.0,0,179.11714448761882,no
operations,0,2,medium,7.0,0,186.0912957414502,no
retail,0,2,medium,6.0,1,183.35758602773225,no
finance,0,3,medium,5.0,0,181.0472526004229,no
engineering,0,3,high,6.0,0,182.10632180486337,no
operations,0,3,low,6.0,0,181.8738226381493,no
engineering,0,4,medium,6.0,0,183.73408300478644,no
finance,0,4,medium,5.0,0,179.42306133151746,no
marketing,0,4,medium,6.0,0,182.0083944712169,no
admin,0,3,medium,6.0,1,183.5712894177432,no
sales,0,3,medium,5.0,0,179.5328377434473,no
finance,0,4,high,6.0,0,183.5219185460354,no
support,0,4,high,7.0,0,185.10893093744247,no
retail,0,3,low,5.0,0,180.34555316665347,no
operations,0,3,low,6.0,1,184.4598659482248,no
support,0,3,medium,6.0,0,181.93506806932623,no
logistics,0,4,medium,6.0,0,182.6047948537732,no
sales,0,4,medium,4.0,1,178.3298843708704,no
operations,0,3,medium,5.0,0,179.95888783518845,no
admin,0,4,medium,5.0,0,180.63508073531068,no
sales,0,4,medium,7.0,0,186.2094747798274,no
retail,0,4,medium,4.0,1,176.5853783169258,no
admin,0,3,medium,5.0,0,179.7520529281924,no
sales,0,2,medium,6.0,0,182.9762508738624,no
sales,0,3,low,4.0,0,178.47253854000724,no
retail,0,4,medium,5.0,0,180.0669304330683,no
engineering,0,4,low,4.0,0,178.21971176143666,no
sales,0,3,high,6.0,1,183.8466755223944,no
operations,0,3,medium,7.0,0,184.6709042759677,no
sales,0,3,medium,5.0,0,178.5805701336165,no
engineering,0,3,medium,5.0,0,181.2261696771469,no
retail,0,3,medium,5.0,0,180.3918079157282,no
engineering,0,3,low,5.0,0,180.61302591582063,no
engineering,0,3,medium,5.0,0,179.62157309154313,no
operations,0,3,high,6.0,0,182.8291753580755,no
logistics,0,2,high,8.0,0,188.01846203639715,no
support,0,3,medium,5.0,0,179.1693530616123,no
operations,0,3,medium,7.0,1,185.076854967915,no
operations,0,2,high,5.0,0,180.1830266830111,no
admin,0,3,low,5.0,0,179.08251245830428,no
finance,0,3,medium,5.0,0,178.9969554101978,no
sales,0,3,high,6.0,0,181.62572920740308,no
engineering,0,4,medium,5.0,0,180.40119825186537,no
marketing,1,3,low,4.0,1,177.6863226200134,no
marketing,0,3,medium,6.0,0,183.2367820036284,no
retail,0,3,medium,7.0,1,186.57377483795608,no
marketing,0,3,high,5.0,0,180.04913486382014,no
retail,0,4,medium,7.0,0,184.6719611494217,no
operations,0,3,high,7.0,0,186.7232365908111,no
operations,0,3,low,7.0,0,185.71821830207148,no
retail,0,4,medium,6.0,0,183.2165584955821,no
marketing,0,3,medium,5.0,0,181.21359511106647,no
operations,0,3,high,5.0,0,180.2539558724065,no
operations,0,3,high,6.0,0,181.83443791325607,no
sales,1,3,high,5.0,0,179.19879996525555,no
finance,0,3,high,5.0,0,178.5201371594471,no
support,0,3,low,7.0,0,185.0771781327061,no
engineering,0,3,medium,6.0,0,183.49874805185985,no
retail,0,3,medium,5.0,0,180.0939035719747,no
sales,0,3,medium,7.0,0,184.7596130159833,no
sales,0,4,medium,5.0,0,180.6636117742218,no
sales,0,3,medium,5.0,0,181.3276031715292,no
sales,0,4,medium,7.0,0,184.70493861458613,no
marketing,0,4,high,6.0,0,181.5219961084992,no
operations,0,3,high,5.0,0,181.2996762562492,no
operations,0,3,low,5.0,0,180.95652083358192,no
retail,0,3,medium,5.0,0,179.16349482503082,no
engineering,0,3,medium,6.0,0,181.987615656608,no
operations,0,3,medium,7.0,0,185.02574000315053,no
marketing,1,3,medium,6.0,0,182.99870786544267,no
marketing,0,2,medium,7.0,0,185.20855623544136,no
engineering,0,3,medium,6.0,0,183.1548665691695,no
support,0,3,high,5.0,0,179.76865764674537,no
operations,0,3,high,5.0,0,180.5259801321473,no
engineering,0,4,medium,6.0,1,182.7906034927353,no
marketing,1,3,high,5.0,0,178.80539728815702,no
admin,0,3,medium,6.0,0,183.9751976704113,no
sales,0,4,medium,5.0,1,178.803755693064,no
retail,0,3,medium,6.0,1,184.2313928553243,no
engineering,0,3,high,5.0,0,179.91696526846232,no
retail,0,3,high,6.0,1,183.546734850878,no
sales,0,4,high,6.0,1,183.91240164738983,no
operations,0,3,low,7.0,1,185.32678916354445,no
engineering,0,3,medium,5.0,1,179.39271211986733,no
sales,0,4,low,4.0,0,177.77548969854857,no
admin,0,3,low,5.0,0,180.05173761404623,no
operations,0,4,high,6.0,0,183.4075598147352,no
sales,0,3,medium,5.0,0,178.91190963427846,no
retail,0,3,medium,6.0,0,183.7455317068227,no
support,0,3,low,5.0,0,178.54248324787403,no
operations,0,3,high,4.0,0,177.68501430711893,no
sales,0,4,medium,5.0,1,181.39693397845272,no
sales,0,4,low,6.0,0,184.18459326012533,no
sales,0,4,high,6.0,0,182.55293590406103,no
admin,0,3,medium,6.0,0,181.73713900260967,no
support,0,3,high,6.0,0,181.5184726824125,no
retail,0,3,high,6.0,0,183.18116156777145,no
sales,0,3,medium,5.0,0,180.5781420759248,no
engineering,0,3,medium,6.0,0,182.66248311552965,no
operations,0,3,medium,4.0,0,178.42188153558604,no
engineering,0,3,medium,5.0,0,179.29284674818018,no
support,1,4,low,6.0,1,182.3065482781163,no
sales,0,4,medium,5.0,0,179.61722756051853,no
marketing,0,4,low,7.0,1,185.6896786778738,no
retail,1,3,medium,6.0,0,183.72598577527447,no
admin,0,3,high,6.0,0,183.96704790367843,no
sales,0,3,medium,4.0,0,175.9055061931728,no
operations,0,4,medium,5.0,0,181.32237788024497,no
operations,0,4,medium,5.0,1,178.85540280681352,no
retail,0,4,medium,6.0,0,182.72743162247207,no
finance,0,4,high,5.0,0,178.8244323866521,no
retail,0,3,medium,6.0,0,181.892722645494,no
support,0,3,medium,7.0,1,184.7564857622288,no
engineering,0,3,low,6.0,0,181.74083391182987,no
engineering,0,3,low,4.0,0,175.75680970709868,no
engineering,0,4,medium,5.0,0,178.70374733858324,no
admin,0,3,medium,5.0,0,179.3812710357314,no
engineering,0,3,medium,6.0,1,182.50766536611977,no
engineering,0,3,medium,5.0,0,180.06242131376752,no
IT,0,3,medium,7.0,0,184.71395552303983,no
support,0,3,high,4.0,1,178.35881307171687,no
sales,0,2,medium,4.0,0,177.6392631715778,no
marketing,0,3,medium,6.0,0,182.15881238079413,no
IT,0,3,low,6.0,1,182.12764651205023,no
sales,0,3,high,4.0,1,178.0985547307625,no
engineering,0,3,high,6.0,0,181.6309910525952,no
sales,0,4,medium,4.0,0,178.4306038355543,no
support,0,3,medium,4.0,0,178.01149534142957,no
engineering,0,3,medium,6.0,0,183.4443862359632,no
engineering,0,3,medium,5.0,0,181.08129155478315,no
support,1,3,medium,4.0,0,177.4028641660938,no
marketing,0,3,high,6.0,0,181.67616011687244,no
finance,0,3,medium,6.0,0,184.0657317751093,no
sales,0,3,medium,5.0,0,181.0259541779687,no
engineering,0,4,medium,4.0,0,177.03759945763414,no
retail,0,2,medium,6.0,0,181.6067536117804,no
retail,0,3,medium,7.0,1,185.1249604598183,no
sales,0,3,high,4.0,0,178.07126863914527,no
logistics,0,4,high,5.0,0,179.39833173852298,no
operations,0,3,medium,6.0,0,182.11046894736845,no
support,0,3,medium,6.0,0,182.53357173366487,no
sales,0,4,medium,6.0,0,183.2886853605177,no
logistics,0,3,low,6.0,0,183.429776309756,no
support,0,3,medium,6.0,1,181.6461574283996,no
sales,0,3,high,6.0,0,182.69802027074783,no
operations,0,3,medium,5.0,1,179.47316106838008,no
operations,0,3,medium,6.0,0,183.27297888644392,no
engineering,0,4,high,5.0,1,178.83442293413592,no
engineering,0,3,medium,6.0,0,182.90542469468497,no
sales,0,3,low,5.0,0,179.84730699163345,no
sales,0,3,medium,6.0,0,184.2138636383771,no
retail,0,3,medium,5.0,0,181.48815100663296,no
engineering,0,3,medium,4.0,0,177.58658932362698,no
sales,0,4,low,7.0,1,184.8241990192528,no
retail,0,4,medium,5.0,0,179.6573061598635,no
operations,0,2,medium,5.0,0,180.6229222049049,no
operations,0,4,medium,7.0,1,184.5181955185428,no
retail,0,3,medium,5.0,1,180.4654547567638,no
operations,0,3,medium,5.0,0,180.1215466611693,no
support,0,4,high,4.0,0,176.46963310804537,no
support,0,3,medium,5.0,0,181.49309275569203,no
engineering,0,4,medium,6.0,1,182.5822376568197,no
operations,0,2,low,5.0,1,179.7654782221499,no
retail,0,4,medium,6.0,0,184.35981983826937,no
logistics,0,3,low,5.0,0,180.29916754088904,no
sales,0,4,medium,5.0,0,180.70741660985965,no
sales,0,4,medium,5.0,0,181.25474006072096,no
engineering,0,4,medium,5.0,1,180.77119988843924,no
operations,0,4,medium,4.0,0,178.12535104876548,no
engineering,0,3,low,5.0,0,179.26855783100973,no
retail,0,3,medium,4.0,0,178.04530978481245,no
engineering,0,3,medium,7.0,0,185.06612017506933,no
admin,0,4,medium,5.0,0,179.2541561202573,no
finance,0,3,medium,4.0,0,177.9769989352562,no
sales,0,3,low,7.0,0,185.83481343126925,no
marketing,0,3,medium,5.0,0,181.3448606420059,no
operations,0,3,high,6.0,0,183.3868447378408,no
sales,0,3,high,7.0,1,185.44934797592347,no
retail,1,4,medium,6.0,0,182.73521500124224,no
operations,0,4,medium,7.0,1,185.54010440120533,no
admin,0,3,medium,6.0,1,183.72648073768383,no
retail,0,4,medium,7.0,0,184.69027339698368,no
engineering,0,3,medium,4.0,0,178.43679078824218,no
sales,0,3,medium,5.0,0,180.93350592714893,no
operations,0,3,medium,5.0,0,180.82148187461485,no
operations,0,3,medium,6.0,0,183.6175686715993,no
sales,0,3,high,4.0,0,177.8070230569809,no
retail,0,3,low,7.0,0,186.5838691911088,no
sales,0,4,low,6.0,0,181.77502611585027,no
admin,0,4,high,6.0,0,181.93276400810709,no
engineering,0,3,medium,6.0,0,184.20072424217085,no
finance,0,3,medium,6.0,1,182.9927841666988,no
operations,0,4,medium,6.0,0,183.1536693630287,no
engineering,0,4,high,6.0,0,181.9506487743772,no
engineering,0,3,low,6.0,0,181.7255701039818,no
engineering,0,3,high,6.0,0,181.92325931312487,no
sales,0,4,medium,5.0,1,181.39041208377137,no
retail,0,3,low,6.0,0,184.17995743195488,no
retail,0,3,low,5.0,0,180.66614158366923,no
sales,0,3,medium,6.0,0,183.84227000285148,no
finance,0,2,medium,4.0,1,177.9082097103339,no
sales,0,3,low,6.0,1,183.2775851572177,no
engineering,0,4,medium,5.0,0,180.19228156381104,no
engineering,0,4,low,6.0,0,181.5679964648285,no
logistics,0,3,medium,6.0,0,183.4103368714483,no
retail,0,3,low,6.0,0,182.8955994344295,no
sales,0,3,medium,7.0,0,186.23621925505435,no
operations,0,3,medium,6.0,0,181.60926803020683,no
operations,0,3,medium,5.0,0,180.14718718429765,no
sales,0,3,low,6.0,0,184.4442061588347,no
engineering,0,3,low,5.0,1,179.09039362259,no
sales,0,3,high,6.0,0,183.4500763329984,no
operations,0,4,medium,7.0,0,184.89547642949952,no
engineering,0,3,low,6.0,0,182.61966069462943,no
retail,0,3,low,5.0,1,179.2619898463987,no
sales,0,3,medium,5.0,0,179.39142819976382,no
IT,0,3,medium,2.0,0,172.2979841337635,no
operations,0,3,low,5.0,0,181.37582898819167,no
operations,0,3,low,7.0,1,186.04169511851063,no
sales,1,4,medium,6.0,1,181.6480275482512,no
engineering,0,3,medium,5.0,0,181.00971690202823,no
retail,0,3,low,5.0,1,180.2245226331983,no
operations,0,3,medium,5.0,0,178.56207512754702,no
engineering,0,3,low,7.0,1,185.2666170654161,no
support,0,3,medium,6.0,0,184.1912183856097,no
operations,0,2,medium,5.0,0,180.0447131478739,no
retail,0,3,high,6.0,1,182.5997423676872,no
retail,0,3,medium,6.0,0,183.7512100892833,no
engineering,0,3,medium,5.0,1,180.87177673594152,no
engineering,0,4,medium,5.0,0,178.64309036623814,no
marketing,0,3,medium,5.0,0,180.3924294916735,no
sales,0,3,low,5.0,0,180.6779214161807,no
finance,0,3,low,5.0,0,180.3608173542129,no
retail,0,4,high,6.0,0,182.49818348236937,no
logistics,0,4,medium,6.0,1,182.82038709302145,no
sales,0,4,low,5.0,0,179.61469340933027,no
engineering,0,3,low,4.0,0,178.29053058906274,no
sales,1,2,low,5.0,0,180.3371598906696,no
engineering,0,3,medium,4.0,1,177.81673434429655,no
operations,0,3,high,6.0,0,183.08299308535885,no
retail,0,3,medium,6.0,0,183.53299083616625,no
retail,0,4,medium,6.0,0,183.89346459477704,no
retail,0,3,medium,5.0,0,180.95484814478124,no
admin,0,3,high,5.0,1,178.69319921135988,no
engineering,0,3,medium,7.0,1,186.95014307918208,no
marketing,0,3,high,7.0,0,187.38910472498404,no
retail,0,3,medium,5.0,1,178.50642938478666,no
operations,0,3,medium,6.0,0,183.8921477428549,no
engineering,0,3,medium,5.0,0,179.41432526085643,no
engineering,0,3,low,6.0,1,182.7676726472272,no
operations,0,4,medium,7.0,0,185.5191738212962,no
sales,0,4,medium,5.0,0,181.3406840113853,no
support,0,3,high,6.0,1,182.56729084949868,no
support,0,3,medium,7.0,0,184.54682141928805,no
marketing,0,3,medium,5.0,1,180.6892829813319,no
retail,1,2,low,7.0,0,185.4438417629412,no
admin,0,4,medium,6.0,0,182.6943651515304,no
admin,0,3,low,5.0,0,180.33708004049603,no
marketing,0,3,high,4.0,0,176.7657902002966,no
engineering,0,3,medium,5.0,0,180.93773087839853,no
marketing,0,3,medium,5.0,1,180.78203965982777,no
retail,0,4,high,7.0,0,184.5945332233753,no
sales,0,4,medium,7.0,0,185.22190178532904,no
sales,0,2,medium,4.0,1,178.29776392184698,no
engineering,0,4,medium,4.0,0,176.6730781147193,no
admin,0,4,low,6.0,1,184.48204106307963,no
operations,0,3,low,7.0,0,185.2997546585552,no
operations,0,4,medium,5.0,0,179.77775070593665,no
retail,0,3,low,5.0,1,180.137819286553,no
engineering,0,3,medium,5.0,0,180.1539339968528,no
operations,0,3,medium,5.0,0,181.2637680936884,no
operations,0,3,medium,6.0,0,182.71623958644216,no
retail,0,4,medium,6.0,0,181.80740210464344,no
finance,1,3,low,7.0,0,184.7711279333525,no
sales,0,3,medium,6.0,1,182.2748923336393,no
operations,0,3,low,6.0,1,182.1902895889773,no
retail,0,3,medium,7.0,1,184.76211696115595,no
operations,1,3,medium,6.0,0,181.74491480541883,no
operations,0,3,medium,8.0,0,187.87270589595204,no
engineering,0,3,medium,6.0,0,182.1113896970844,no
sales,0,3,medium,6.0,0,182.9152714368191,no
operations,0,4,medium,6.0,0,182.816291692566,no
logistics,0,3,medium,6.0,1,182.6647413582211,no
engineering,0,3,medium,7.0,0,185.0853907001301,no
retail,0,3,medium,5.0,0,180.82732051017285,no
sales,0,3,medium,5.0,1,180.753338310008,no
operations,0,4,medium,6.0,0,181.76600174199805,no
engineering,0,4,high,3.0,0,174.73032963385907,no
operations,1,3,medium,6.0,0,183.07883823833708,no
sales,0,4,low,6.0,0,183.54073202133503,no
support,0,3,low,5.0,1,178.60254731141757,no
logistics,0,4,medium,5.0,0,179.705246583654,no
marketing,0,3,medium,5.0,0,180.8952439734996,no
sales,0,3,medium,5.0,0,180.9536500365657,no
operations,0,3,low,7.0,1,186.0390545862226,no
engineering,0,4,high,6.0,0,183.52933165111017,no
finance,0,3,high,6.0,0,182.7118192030858,no
retail,0,3,medium,4.0,0,178.2738858894442,no
sales,0,3,medium,6.0,0,182.5677479338523,no
engineering,0,4,medium,7.0,1,184.69474539541736,no
operations,0,4,medium,6.0,0,183.51387248754705,no
admin,0,4,medium,5.0,0,178.6502361965426,no
retail,0,3,high,6.0,0,182.2485923546798,no
engineering,0,3,high,6.0,1,184.4918783964765,no
retail,0,2,high,6.0,0,183.5593016969492,no
operations,0,4,medium,4.0,0,175.53042054546202,no
support,0,2,medium,6.0,0,183.5045248304409,no
marketing,0,3,medium,6.0,0,183.95490622762887,no
sales,0,3,low,5.0,0,180.7354480831822,no
engineering,0,4,low,5.0,0,179.91925709371128,no
marketing,0,3,high,6.0,0,182.5296200468821,no
engineering,0,3,high,6.0,0,182.62487077884865,no
retail,0,3,medium,6.0,0,184.3029952286801,no
logistics,0,3,medium,6.0,0,183.5487119557015,no
sales,0,4,medium,7.0,1,187.00472479657145,no
sales,0,4,medium,6.0,0,182.2267043940393,no
support,0,4,medium,5.0,0,180.9710032992953,no
engineering,0,3,high,6.0,0,181.7707223347577,no
admin,0,3,low,6.0,0,183.5218952326784,no
sales,0,4,medium,7.0,0,187.46876521674093,no
engineering,0,3,high,6.0,1,184.35371448528187,no
marketing,0,3,medium,4.0,0,178.3694285102017,no
retail,0,4,medium,5.0,0,181.12509501585484,no
operations,0,3,medium,5.0,0,180.936603924383,no
retail,0,3,medium,5.0,1,180.9282241384357,no
engineering,0,4,medium,6.0,1,183.22806578886448,no
IT,1,3,medium,4.0,0,177.63706436754993,no
marketing,0,4,medium,6.0,0,183.70150547339856,no
support,0,3,medium,5.0,1,180.67196528644257,no
retail,0,3,medium,5.0,0,179.6579025984965,no
retail,0,3,medium,6.0,0,183.19066658683192,no
sales,0,3,medium,7.0,0,187.1437245868936,no
engineering,0,3,medium,7.0,0,186.2273898221821,no
IT,0,4,high,4.0,0,175.95006164167003,no
retail,0,3,high,6.0,0,183.56429888573768,no
engineering,0,3,medium,6.0,0,182.64656652079364,no
operations,0,4,low,6.0,0,181.64027347493032,no
marketing,0,4,medium,5.0,0,180.0969832494938,no
operations,0,3,low,5.0,0,181.20818949968907,no
marketing,0,3,medium,6.0,0,183.08177254602447,no
retail,0,4,medium,5.0,0,179.99720743753943,no
operations,0,3,medium,6.0,0,182.76817134900813,no
marketing,0,3,medium,5.0,1,180.40798889310776,no
retail,0,3,medium,7.0,0,185.7905301708369,no
sales,0,3,low,5.0,0,179.93943056748006,no
operations,0,4,medium,5.0,0,180.57925250040583,no
sales,1,4,medium,5.0,1,180.3671855298362,no
admin,0,3,medium,5.0,0,179.07177969033705,no
sales,0,3,medium,6.0,0,182.37631870648383,no
admin,0,3,medium,6.0,0,183.6620822551526,no
operations,0,4,low,7.0,0,184.58672678822148,no
sales,0,3,high,5.0,0,180.10062608897027,no
finance,0,4,medium,5.0,1,180.630570068033,no
sales,0,3,medium,5.0,0,179.43251562083063,no
marketing,0,3,medium,6.0,0,182.55717730320765,no
sales,0,4,low,6.0,0,183.1192868338012,no
retail,0,3,medium,6.0,0,181.8813561608436,no
support,0,3,high,6.0,0,182.55521557907525,no
retail,0,3,medium,7.0,0,185.6928669826966,no
retail,0,3,medium,6.0,0,181.9978052849832,no
sales,0,3,medium,6.0,0,181.697583569521,no
retail,1,4,medium,5.0,0,178.54958934166862,no
operations,0,4,medium,4.0,0,177.4757148237609,no
operations,0,3,medium,6.0,1,182.6439357379229,no
finance,1,4,medium,6.0,0,182.4612646209029,no
marketing,0,4,medium,5.0,0,179.74257070157446,no
admin,0,3,medium,5.0,1,180.1774423023223,no
sales,0,3,high,6.0,0,182.36079398629715,no
engineering,1,2,medium,6.0,0,181.83600950649927,no
support,0,4,low,5.0,0,180.5527909569302,no
engineering,0,3,medium,6.0,0,181.64666478927887,no
admin,0,3,medium,6.0,0,183.05611055425908,no
sales,0,4,high,6.0,0,181.6668867494893,no
admin,0,3,medium,5.0,0,180.34241920992125,no
sales,0,2,high,6.0,0,182.26623985774367,no
retail,0,3,medium,6.0,1,183.4660819109509,no
logistics,0,4,medium,6.0,1,182.31726371830803,no
engineering,0,3,low,5.0,0,179.2010871579436,no
operations,0,4,medium,6.0,0,182.5716719036357,no
admin,0,4,medium,5.0,0,179.9600706855765,no
retail,0,4,medium,5.0,0,180.39494462791976,no
engineering,0,3,medium,7.0,0,186.5050187320844,no
sales,0,4,low,5.0,0,181.0682404800663,no
marketing,0,3,low,3.0,0,175.1375852260905,no
sales,0,4,medium,4.0,0,175.62692694659216,no
marketing,0,3,medium,6.0,0,181.51344094141447,no
retail,0,3,medium,6.0,0,184.3977841993176,no
retail,0,4,low,6.0,0,184.0852537569629,no
retail,0,4,medium,5.0,0,179.07648653534977,no
sales,0,4,medium,5.0,0,179.08327699917598,no
sales,0,4,low,6.0,0,181.5463826194797,no
logistics,0,3,medium,4.0,0,176.81415700591333,no
engineering,0,3,high,6.0,0,182.17283757906003,no
retail,0,3,medium,5.0,0,180.350041037466,no
retail,0,3,medium,5.0,0,181.47424373422564,no
finance,0,4,medium,3.0,0,175.45012749349644,no
operations,0,3,medium,5.0,0,179.67316735604325,no
retail,0,4,medium,5.0,1,180.1283960488928,no
engineering,0,3,medium,5.0,0,180.79991586627148,no
engineering,0,3,medium,5.0,0,179.3823864325978,no
engineering,0,4,medium,4.0,1,178.15664308923772,no
support,0,4,medium,6.0,0,182.3525006038704,no
engineering,0,3,low,5.0,0,180.77328326903387,no
sales,0,3,high,6.0,0,183.21572542719,no
operations,0,3,medium,6.0,0,182.4635732127168,no
retail,1,4,medium,6.0,0,184.29163935468344,no
sales,0,3,medium,5.0,0,180.2064160452101,no
finance,0,3,medium,6.0,0,183.6867467735035,no
IT,0,3,medium,6.0,0,183.3809519427736,no
engineering,0,3,medium,6.0,0,184.0827513201857,no
sales,0,4,medium,5.0,0,180.71982848663995,no
sales,0,3,medium,5.0,0,181.192559124855,no
sales,0,3,low,3.0,0,174.1704452686186,no
operations,0,3,medium,7.0,0,185.73557827622463,no
sales,0,4,medium,5.0,0,180.49081396839705,no
sales,0,4,medium,5.0,0,180.6207274664756,no
operations,0,3,high,5.0,0,179.77330398376898,no
support,0,3,medium,5.0,0,180.49200000910184,no
marketing,0,3,high,5.0,0,181.04325747263115,no
retail,0,4,high,4.0,1,177.92392052972914,no
retail,0,3,low,6.0,0,182.32280968246428,no
operations,0,3,medium,5.0,0,180.3315780705025,no
operations,0,3,medium,6.0,0,184.3993713503664,no
marketing,0,4,medium,6.0,0,182.5188232685213,no
sales,0,3,medium,6.0,0,182.80864451783808,no
engineering,0,4,medium,5.0,1,179.85903557170448,no
sales,0,3,low,6.0,1,183.1593679732851,no
support,0,3,medium,5.0,0,179.87410208970317,no
IT,0,3,medium,6.0,0,181.9288320006904,no
admin,0,3,medium,5.0,0,179.90473595120767,no
admin,0,3,medium,5.0,0,180.59585119502827,no
retail,0,3,medium,3.0,0,175.26462917624286,no
engineering,0,3,medium,7.0,0,186.41322610974888,yes
retail,0,3,medium,6.0,0,181.585583163874,no
retail,0,3,medium,5.0,1,179.58203569968208,no
engineering,0,4,high,4.0,0,178.30776183304357,no
engineering,0,4,medium,5.0,0,178.80548163938667,no
operations,0,2,medium,7.0,0,184.91286906614283,no
marketing,0,4,low,7.0,1,184.73345458409352,no
sales,0,3,medium,5.0,1,179.06027162913466,no
retail,0,3,medium,5.0,0,179.0428265806881,no
sales,0,4,medium,4.0,0,178.4639170481267,no
marketing,0,4,medium,5.0,0,179.758619705926,no
retail,0,3,medium,5.0,0,180.67896459271813,no
engineering,0,4,low,7.0,0,185.9885142944057,no
operations,0,4,medium,5.0,1,180.05525954870794,no
sales,0,4,medium,6.0,0,182.6645353709104,no
engineering,0,3,medium,6.0,1,182.2247296312256,no
operations,0,4,low,7.0,1,186.15093942678763,no
engineering,0,3,medium,6.0,0,182.5929123416327,no
engineering,0,4,high,5.0,0,180.4883202248481,no
sales,0,3,medium,5.0,1,180.3200450147026,no
sales,0,4,low,6.0,0,182.0758806517988,no
finance,0,2,high,4.0,0,176.3653261412281,no
operations,0,3,medium,5.0,0,179.12559211022213,no
