POSITION,PROMOTION,ASSIGNMENTs,SALARY,SENIORITY_YEARS,GENDER,ABSENCES,TURNOVER
retail,0,3,medium,8.0,0,189.29154227927333,yes
sales,1,3,medium,6.0,1,182.6581423700574,no
operations,0,3,medium,8.0,1,188.70826163464227,yes
logistics,0,3,high,4.0,0,178.21487618527337,yes
admin,0,3,medium,7.0,0,184.9366895511408,no
engineering,0,4,high,8.0,0,189.734369548997,no
retail,0,4,medium,8.0,1,187.69785850715525,no
sales,0,3,medium,5.0,0,180.10103692717524,no
finance,0,3,low,7.0,1,185.26760815875585,no
engineering,0,2,medium,5.0,0,180.6029980923204,yes
operations,0,3,low,10.0,1,193.99954693302328,no
engineering,0,3,medium,10.0,0,193.6812063069249,no
marketing,0,3,low,6.0,0,184.367714590566,no
support,0,3,medium,7.0,0,187.4567651965464,no
operations,0,3,high,6.0,0,183.2304972493195,no
retail,0,3,medium,6.0,0,182.49546214086644,no
logistics,0,4,low,5.0,0,179.10597348432833,no
admin,0,3,low,4.0,0,177.67764424676568,yes
logistics,0,4,medium,6.0,1,182.7552711690636,yes
operations,0,2,medium,8.0,1,187.8697168867433,no
retail,0,4,medium,7.0,1,185.575728581454,no
finance,0,4,low,6.0,1,182.14606067227743,no
IT,0,4,medium,4.0,1,177.91439037878288,no
operations,0,3,medium,8.0,0,190.20348313723645,no
engineering,0,4,low,9.0,0,191.6179337789928,no
engineering,0,3,medium,8.0,0,190.1555474878036,no
marketing,0,3,medium,8.0,0,187.70221087799007,no
engineering,0,3,medium,5.0,0,180.04036870495543,no
operations,0,3,medium,7.0,0,185.1727145862568,no
support,0,3,medium,7.0,0,186.03700735675804,no
engineering,0,4,medium,6.0,1,182.993113360552,no
operations,0,4,high,5.0,0,179.74463303590375,no
operations,0,3,medium,4.0,1,177.4225611046539,no
engineering,0,3,low,8.0,0,189.2531444829232,no
logistics,0,3,medium,5.0,0,180.88788007710923,no
operations,0,3,medium,4.0,1,176.48867720399332,no
retail,0,3,medium,5.0,0,179.74272777380136,no
engineering,0,4,low,10.0,0,194.22849779997864,no
retail,0,4,high,5.0,0,179.06889640187484,yes
operations,0,3,medium,4.0,1,178.453874120656,yes
engineering,0,2,high,5.0,1,181.3766495506232,no
support,0,2,medium,7.0,1,187.1648614755117,no
sales,0,3,medium,7.0,0,185.4294070299293,yes
engineering,0,3,low,9.0,0,192.88087216565643,no
sales,0,3,high,7.0,0,186.1259581436255,no
admin,0,3,medium,7.0,0,186.0757833860262,no
retail,0,3,low,7.0,0,185.19758534058448,no
sales,0,4,medium,9.0,1,191.0258170305988,no
logistics,0,3,medium,8.0,0,190.0623229897416,no
retail,0,4,low,8.0,0,188.1958726001114,yes
support,0,4,medium,9.0,0,191.26301139620656,no
IT,0,3,medium,6.0,0,183.72359218113783,no
engineering,0,4,low,5.0,0,180.9490242005252,no
retail,0,3,medium,5.0,0,179.16349482503082,no
support,0,3,medium,6.0,0,183.26803995871748,yes
engineering,0,3,medium,6.0,0,182.5205519255864,no
sales,0,2,medium,6.0,0,181.72451411742688,no
engineering,0,3,medium,7.0,0,187.31350247767907,no
finance,0,4,medium,6.0,0,184.08068036195107,no
admin,0,3,low,6.0,0,183.87094012199364,no
admin,1,3,low,9.0,0,191.3933034305057,no
retail,0,4,high,6.0,0,183.2280611900312,yes
engineering,0,3,low,6.0,0,183.68201430082013,no
IT,0,3,medium,7.0,1,184.70075525924867,yes
logistics,0,3,medium,5.0,0,181.32725200345016,yes
retail,0,3,medium,6.0,0,182.41058819177988,no
engineering,0,4,low,6.0,0,183.30682095313887,yes
marketing,0,3,high,9.0,0,190.8909446427152,no
engineering,0,3,medium,8.0,1,187.83992021291263,no
support,0,4,high,6.0,0,184.2612184103096,no
marketing,0,4,medium,7.0,0,186.435659975522,yes
support,0,3,medium,4.0,0,178.15299090549232,yes
marketing,0,4,medium,9.0,1,190.5044549424992,no
logistics,0,3,medium,7.0,1,186.47227292757003,yes
retail,0,4,medium,4.0,0,177.83841841237634,no
operations,0,3,medium,6.0,0,182.11046894736845,no
retail,0,3,low,7.0,0,186.9482113658,yes
operations,0,3,medium,7.0,0,185.71497759265625,no
sales,0,3,medium,5.0,0,180.4836050898276,no
engineering,0,3,medium,8.0,0,188.67561679115065,yes
engineering,0,3,high,6.0,0,183.30572616376008,no
support,0,3,medium,6.0,1,182.1722641928283,yes
operations,0,3,medium,8.0,0,187.576640622126,yes
retail,0,3,medium,5.0,0,180.8544647244488,no
engineering,1,3,medium,10.0,0,196.34968431858795,no
operations,0,3,medium,6.0,1,183.34857222951044,no
operations,0,3,medium,7.0,0,184.9485753152704,yes
operations,0,3,high,5.0,1,180.972814632028,no
admin,0,3,medium,7.0,0,186.2007276868349,yes
operations,0,3,high,5.0,0,180.98301256907635,yes
marketing,0,3,medium,5.0,0,180.0277616746372,no
sales,0,4,medium,7.0,0,186.83594069710028,yes
operations,0,2,medium,5.0,0,181.1322684803673,no
retail,0,4,medium,5.0,0,180.81048263097367,no
marketing,0,3,medium,7.0,1,187.2850117815478,no
IT,0,4,low,5.0,0,179.336466110264,no
retail,0,3,high,7.0,0,186.41076139784064,yes
engineering,0,3,medium,6.0,0,183.91298798458044,no
retail,0,3,medium,9.0,1,192.32253293275724,no
engineering,0,3,medium,7.0,0,187.38602342803603,no
retail,0,3,medium,7.0,0,185.7096363966536,yes
retail,0,3,medium,6.0,1,183.00094319962827,no
operations,1,3,high,6.0,0,183.6694795672052,no
logistics,0,4,medium,8.0,0,190.3347134150349,no
finance,0,4,high,5.0,0,180.2871799097479,no
sales,0,3,medium,7.0,0,184.9329014412616,no
retail,0,4,low,6.0,0,182.0160921648106,yes
operations,0,3,medium,6.0,0,183.46678317836523,no
support,0,3,low,5.0,0,179.29775362237245,no
engineering,0,4,low,8.0,0,188.8771562083685,no
retail,0,3,low,5.0,1,180.137819286553,no
logistics,0,3,medium,7.0,0,186.62527574639483,yes
engineering,0,3,medium,9.0,0,190.9532404057101,no
engineering,0,3,low,9.0,0,192.0486089060469,yes
finance,0,3,medium,7.0,0,184.558361673466,no
marketing,0,3,medium,6.0,0,184.1558381923724,no
admin,0,3,medium,5.0,0,181.4438202648791,no
logistics,0,3,medium,4.0,0,176.81415700591333,no
retail,0,3,high,4.0,0,176.8308481141828,yes
support,0,3,low,6.0,0,182.37959559690304,yes
sales,0,4,medium,7.0,1,186.7358044143525,no
engineering,0,4,medium,7.0,0,186.44073384636707,no
marketing,0,3,low,4.0,0,176.34514228761725,no
engineering,0,4,medium,6.0,0,182.11237309755643,no
retail,0,3,low,8.0,0,187.96004505021023,no
IT,0,2,medium,6.0,1,182.0198720436652,no
marketing,0,3,medium,7.0,0,187.47652526183435,yes
marketing,0,3,medium,5.0,0,178.93291134697537,no
operations,0,4,medium,7.0,1,187.12035972222867,yes
retail,0,3,medium,6.0,1,182.76022780811115,yes
marketing,0,3,medium,6.0,0,182.79081397430943,yes
operations,0,4,low,11.0,0,197.7673401554386,no
operations,0,3,medium,8.0,0,189.6261444444325,no
engineering,0,2,high,5.0,0,179.99010204664552,no
finance,0,4,medium,7.0,0,184.56264087239185,yes
sales,0,4,medium,9.0,0,191.72736867857424,no
sales,0,3,medium,5.0,0,180.69683741537216,no
retail,0,3,low,6.0,0,182.16715352314583,no
marketing,0,4,medium,5.0,0,180.04360227217586,no
marketing,0,3,medium,7.0,0,185.7941242445437,no
marketing,0,3,medium,6.0,0,182.6231633107637,no
operations,0,3,medium,5.0,0,181.40910841422536,yes
retail,0,3,low,8.0,0,187.8924908883982,yes
marketing,1,2,medium,6.0,1,181.96081563666283,no
sales,0,4,low,4.0,0,177.77548969854857,no
finance,0,4,medium,7.0,0,186.6867197653554,yes
sales,0,3,medium,9.0,0,191.66141033015583,no
sales,0,3,medium,5.0,0,179.75926779149492,yes
sales,0,3,medium,7.0,0,186.7069673466516,no
engineering,0,3,low,4.0,0,177.27039474951937,yes
operations,0,3,high,7.0,0,187.44112861057417,yes
engineering,0,4,medium,6.0,1,184.2194328995495,no
retail,0,3,medium,6.0,0,184.1082773608842,no
retail,0,3,high,10.0,0,194.26191238854912,no
retail,0,2,medium,6.0,0,183.75224046581096,yes
finance,0,3,low,9.0,0,192.0934385734864,no
engineering,0,4,low,6.0,0,181.5679964648285,no
sales,0,4,high,6.0,0,184.49746031478773,no
engineering,0,4,medium,4.0,1,178.47025652909142,no
logistics,0,4,low,6.0,0,183.2354521916481,no
support,0,3,medium,5.0,0,180.93306470301204,no
marketing,0,4,medium,4.0,1,178.48595784761005,yes
engineering,0,3,medium,6.0,0,182.992629671477,no
marketing,0,4,medium,4.0,1,178.43576891277974,no
support,0,4,medium,6.0,0,183.7639308899848,yes
engineering,0,4,medium,5.0,0,179.3079731663004,no
IT,1,3,medium,4.0,0,177.63706436754993,no
logistics,0,3,medium,5.0,0,180.7551592247127,no
support,0,3,low,5.0,0,178.54248324787403,no
engineering,0,3,high,7.0,1,184.8016809989508,no
retail,0,4,high,6.0,0,182.79273781976588,no
retail,0,3,medium,6.0,0,183.9767524984732,no
logistics,0,2,medium,5.0,1,180.7356932835236,no
operations,0,4,high,8.0,0,188.2787443483292,yes
marketing,0,3,low,3.0,0,175.1375852260905,no
engineering,0,3,medium,6.0,0,182.998384109978,no
sales,0,3,high,7.0,0,186.12884202295007,no
marketing,0,3,medium,9.0,0,190.6060147621885,no
marketing,0,3,medium,9.0,0,191.13185741431568,no
sales,0,3,medium,7.0,1,186.65153906323383,no
engineering,0,2,medium,5.0,0,179.28507047556957,no
marketing,0,3,high,6.0,0,183.6665948411057,no
retail,0,3,medium,9.0,1,192.1841826213496,no
finance,0,4,medium,5.0,1,180.51139839439824,no
finance,0,3,low,5.0,0,179.08692969219732,no
logistics,0,4,medium,7.0,0,186.09758385440352,yes
retail,0,3,medium,7.0,0,185.71109171329388,no
retail,0,4,medium,6.0,1,184.02671073685747,no
operations,0,3,low,5.0,0,181.4107028254737,yes
finance,0,3,medium,5.0,0,179.88629247016237,yes
logistics,0,2,medium,5.0,0,178.97525414207823,no
marketing,0,3,medium,5.0,0,180.49702965582068,no
operations,0,4,high,8.0,0,189.05597368420857,no
retail,0,3,high,6.0,1,183.546734850878,no
marketing,0,4,medium,6.0,1,183.45860840137584,no
sales,0,3,medium,6.0,1,183.16725854244845,no
admin,0,3,medium,8.0,0,188.1983718132969,yes
engineering,0,3,medium,5.0,0,181.00971690202823,no
retail,0,3,medium,8.0,1,189.53576689375456,yes
operations,0,3,low,7.0,0,187.35023744841783,no
sales,0,3,medium,6.0,0,182.37631870648383,no
marketing,0,4,medium,7.0,0,186.48298899034344,yes
engineering,0,3,medium,8.0,0,187.83236671477965,yes
marketing,0,2,low,8.0,0,189.5975374126024,no
engineering,0,3,medium,7.0,0,187.14468195586423,no
admin,0,4,high,5.0,0,180.41859586196296,yes
sales,0,3,medium,4.0,0,177.72358525433623,yes
operations,0,3,medium,8.0,0,190.1955632455194,no
operations,1,3,medium,6.0,0,181.74491480541883,no
sales,0,4,high,5.0,0,179.88771043222943,no
finance,0,4,medium,8.0,0,188.4696299254569,yes
retail,0,5,low,7.0,1,186.0457416123284,yes
operations,0,2,medium,6.0,0,181.56399270823755,no
sales,0,3,medium,5.0,0,179.24976788611187,no
finance,0,3,medium,5.0,0,180.0630837910467,no
marketing,0,4,low,6.0,0,182.26809647563857,yes
retail,0,3,low,5.0,0,180.207193996858,no
engineering,0,4,medium,6.0,0,183.1711512344993,yes
support,0,3,low,6.0,0,183.9348054428379,yes
sales,0,3,medium,6.0,0,181.67642014605204,no
operations,0,3,medium,8.0,0,188.43180799378104,yes
operations,0,3,low,6.0,0,184.4374134988229,no
admin,0,3,medium,6.0,0,181.7053950703989,no
marketing,0,3,medium,8.0,1,189.798571783344,no
admin,0,4,high,9.0,0,190.5009052750998,no
operations,0,4,medium,8.0,0,188.23992059806343,yes
engineering,0,3,medium,6.0,1,182.4591438574538,no
retail,0,3,low,4.0,0,175.97784701093406,yes
marketing,0,4,medium,8.0,0,188.90640889751305,yes
operations,1,4,medium,4.0,0,177.65719101983632,no
marketing,0,3,high,5.0,0,180.04913486382014,no
retail,0,4,medium,7.0,0,184.5198945208621,yes
sales,0,3,medium,8.0,1,188.93328926066903,no
sales,0,3,medium,4.0,0,176.5747292356753,yes
operations,0,3,low,5.0,0,180.6285972823061,no
support,0,3,high,4.0,0,175.99037724010128,yes
retail,0,3,low,8.0,0,188.11520497986325,no
admin,0,4,medium,6.0,0,184.12474723934423,yes
sales,0,3,medium,5.0,1,178.67921133235453,no
logistics,0,4,medium,7.0,0,186.44083774325028,yes
engineering,0,4,medium,8.0,1,187.6772357089655,yes
support,0,4,medium,7.0,1,187.39203684337247,yes
engineering,0,4,medium,5.0,0,181.035988161708,no
operations,0,4,medium,8.0,0,187.7753263951042,no
marketing,0,4,low,9.0,0,191.2692608891512,no
admin,0,4,high,5.0,0,180.50273521583367,no
engineering,0,3,medium,7.0,0,184.72364667808924,no
retail,0,3,medium,6.0,0,181.55748575268456,no
engineering,0,4,medium,8.0,0,188.2475005791985,no
finance,0,2,medium,6.0,0,182.57714497649,yes
marketing,0,3,medium,7.0,0,187.32140438741035,no
sales,0,3,high,7.0,0,187.20482672804417,yes
admin,0,3,medium,5.0,1,181.3013851261196,no
retail,0,3,medium,6.0,1,183.44316636109068,no
operations,0,3,medium,8.0,0,188.4015922589808,no
retail,1,2,low,7.0,0,185.4438417629412,no
sales,0,3,medium,6.0,0,181.6452716870152,yes
operations,0,3,medium,8.0,0,187.71446802933008,yes
engineering,0,4,medium,6.0,1,184.3002616406809,no
operations,0,4,medium,7.0,0,184.9169252763088,no
finance,0,3,medium,7.0,1,184.93111890848283,no
finance,0,3,medium,5.0,0,181.447093908352,no
engineering,0,3,medium,4.0,0,176.0731648325761,no
admin,0,3,medium,6.0,0,182.44968957790604,no
operations,0,3,high,7.0,1,187.47700223382805,yes
retail,0,2,medium,9.0,0,192.9856744376881,no
support,0,3,low,9.0,0,191.6093325712349,no
retail,0,2,medium,6.0,0,181.77205403742832,no
admin,0,3,medium,7.0,0,186.9472867760088,yes
finance,0,4,medium,6.0,0,182.21180763001576,no
retail,0,4,medium,5.0,0,178.56275578179566,no
retail,0,3,low,8.0,0,189.24884531591985,yes
sales,0,3,medium,7.0,0,184.781691135636,no
logistics,0,3,medium,6.0,0,182.2764147629456,no
IT,0,3,medium,5.0,0,180.03148808756276,no
logistics,0,3,medium,9.0,0,191.7811304228676,no
support,0,5,medium,8.0,0,188.57419263848624,no
sales,0,4,medium,7.0,1,186.9906200999604,yes
sales,0,3,medium,8.0,0,188.5334051052875,yes
retail,0,3,low,5.0,0,179.73081758459125,no
finance,0,4,medium,8.0,0,189.3332981826706,no
operations,0,4,medium,6.0,0,182.39437613710552,yes
operations,0,3,medium,6.0,0,182.4389078594127,no
support,0,3,high,6.0,0,182.80572710985973,no
engineering,0,3,medium,7.0,0,187.04196822927344,yes
IT,0,4,medium,7.0,0,187.18916557716764,no
logistics,0,3,low,5.0,0,180.29916754088904,no
retail,0,4,medium,6.0,0,182.2369889736217,no
engineering,0,3,low,7.0,0,184.66138449974576,no
support,0,4,medium,9.0,0,191.23870448939329,no
engineering,0,4,medium,9.0,1,191.6825153992852,no
sales,0,3,medium,7.0,0,186.4139904800172,no
support,0,4,medium,7.0,0,185.5607918261088,no
operations,0,3,medium,5.0,0,179.79721575491098,no
sales,0,4,medium,6.0,0,183.8925216897715,no
support,0,3,high,7.0,0,184.50672408451155,no
engineering,0,3,medium,6.0,0,184.1007231128972,no
operations,0,4,low,6.0,0,184.4456081457552,no
operations,0,2,medium,5.0,1,180.04445467221336,yes
support,0,3,medium,8.0,0,187.712589443971,yes
sales,0,3,medium,4.0,0,175.9683331170079,no
logistics,0,4,medium,5.0,0,179.7842724625352,yes
admin,0,3,high,8.0,0,188.343337356012,yes
operations,0,4,high,4.0,0,178.1443570984758,no
engineering,0,3,medium,5.0,1,180.87177673594152,no
retail,0,3,medium,6.0,0,182.2523114681053,no
engineering,0,3,medium,8.0,0,187.8232629346481,yes
sales,0,4,medium,5.0,0,180.70741660985965,no
sales,0,4,low,5.0,0,180.48634914518087,no
retail,0,3,medium,8.0,0,187.81522932917213,yes
engineering,0,4,low,9.0,1,191.5220238270216,no
sales,0,3,medium,4.0,1,177.99449630602217,yes
engineering,0,4,medium,7.0,0,187.42582100515503,no
sales,0,4,high,5.0,0,179.7570743005942,no
engineering,1,3,medium,7.0,0,187.4511256853996,yes
operations,0,3,medium,6.0,0,183.37993740562368,no
engineering,0,3,medium,4.0,1,178.163574805067,yes
engineering,0,4,low,5.0,0,179.58300826743323,yes
IT,0,3,low,4.0,0,177.72044120781453,yes
sales,0,3,medium,7.0,0,185.190095238447,no
admin,0,3,medium,3.0,1,174.09546385299456,yes
engineering,0,3,medium,7.0,0,186.882654867238,no
IT,0,4,medium,5.0,0,180.91139922537988,no
retail,0,3,high,7.0,0,187.20815073679023,yes
retail,0,4,medium,8.0,0,187.67197013617263,yes
finance,0,3,medium,4.0,0,178.30554547870943,no
retail,0,3,medium,10.0,0,195.19694151712392,no
IT,0,3,medium,6.0,0,181.9288320006904,no
retail,0,3,medium,6.0,1,181.74846231709563,no
engineering,0,3,high,8.0,0,187.7920706857793,yes
operations,1,3,high,5.0,0,180.4122719661458,no
engineering,0,4,medium,9.0,1,191.63213000264736,no
sales,0,3,medium,8.0,0,189.7013698160179,no
logistics,0,3,medium,7.0,0,184.84767512489336,yes
marketing,0,2,low,6.0,0,183.3655799289432,no
engineering,0,3,low,9.0,0,192.25945688186667,no
operations,1,4,medium,7.0,1,186.9647936266741,no
logistics,0,3,medium,5.0,0,179.62286587668223,no
retail,1,4,low,6.0,1,181.62186268177183,no
support,0,2,high,5.0,0,178.6553701187057,no
sales,0,3,medium,5.0,0,181.0259541779687,no
sales,0,4,medium,6.0,0,182.2799715261798,no
operations,0,3,low,7.0,0,184.92990707413304,no
retail,0,4,medium,5.0,0,180.88907378996475,no
operations,0,3,medium,11.0,0,196.5246934303808,no
sales,0,4,medium,7.0,0,186.3652665867667,no
sales,0,3,medium,5.0,0,179.22655950134947,yes
sales,0,3,high,4.0,1,178.0985547307625,no
support,0,4,medium,8.0,0,187.6779182853629,no
engineering,0,3,high,5.0,0,180.2601842425869,no
support,0,2,low,5.0,0,181.4605034562977,yes
engineering,0,4,medium,5.0,0,181.22007856886933,no
sales,0,3,medium,6.0,0,184.0008186432093,no
operations,0,4,medium,8.0,0,188.1920161452153,yes
retail,0,3,medium,8.0,1,188.0248441048172,no
marketing,1,3,high,8.0,0,189.76741936772208,no
operations,0,3,medium,7.0,0,185.67475325465367,no
marketing,0,3,medium,5.0,0,180.9276684794281,no
support,0,3,high,8.0,0,189.2346311590768,no
marketing,0,4,medium,7.0,1,185.9767909986288,yes
sales,0,3,medium,5.0,0,180.94338321968337,no
support,0,4,medium,8.0,0,187.93071462298195,yes
retail,1,4,low,9.0,0,190.6434795483125,no
IT,0,4,medium,8.0,0,188.68560065321373,no
engineering,1,2,medium,6.0,0,181.83600950649927,no
operations,0,3,high,6.0,1,183.0005458363713,no
operations,0,3,low,6.0,0,183.04131867071075,yes
support,0,4,high,5.0,0,180.67485720550744,no
sales,0,4,medium,7.0,1,186.1882950480424,yes
sales,0,5,medium,9.0,0,191.6370179453016,no
sales,0,3,medium,6.0,0,182.65575165280404,no
marketing,0,4,high,6.0,1,184.0006794479856,yes
operations,0,3,low,5.0,0,181.0305582314625,no
retail,0,2,high,6.0,0,183.5593016969492,no
sales,0,4,high,9.0,1,192.491499995512,no
marketing,0,4,medium,6.0,0,182.9597424073729,no
sales,0,3,medium,5.0,0,180.71789736158493,no
operations,0,3,low,9.0,1,191.95251514129643,no
retail,0,4,medium,8.0,1,188.68668144104225,yes
sales,0,3,medium,6.0,0,183.4289717904624,no
support,0,3,medium,7.0,1,186.5375966343352,no
operations,0,3,medium,7.0,0,184.7669233433158,no
sales,0,4,medium,8.0,0,188.5574352472737,yes
retail,0,3,medium,5.0,0,178.99686574377873,no
operations,0,4,medium,8.0,0,187.94346841075,yes
retail,1,3,medium,8.0,0,188.26892143999248,no
engineering,0,3,medium,6.0,0,182.7432514797128,no
admin,0,4,medium,7.0,0,185.81281492967585,no
sales,0,4,medium,7.0,1,187.0725636741313,no
operations,0,2,medium,4.0,0,175.83218283148955,yes
retail,0,3,medium,8.0,0,187.7266569110788,no
sales,0,4,low,5.0,0,180.05253999241677,yes
engineering,1,4,medium,6.0,0,181.92855535079184,no
support,0,4,medium,6.0,0,181.8451458429735,yes
retail,0,4,medium,5.0,1,181.15012258794349,no
engineering,0,4,medium,7.0,0,187.243408740822,no
finance,0,3,high,7.0,0,187.1814063453666,yes
retail,0,4,medium,4.0,0,178.09592459532098,yes
retail,0,3,low,6.0,0,182.32280968246428,no
retail,0,4,medium,6.0,0,184.34284148968544,no
retail,0,3,medium,6.0,0,182.4629165363919,no
operations,0,3,low,9.0,0,193.4300910814424,no
engineering,0,3,medium,6.0,0,183.7053526557901,no
admin,0,3,medium,7.0,0,185.81041827308235,no
finance,1,4,medium,7.0,0,187.1053813240713,no
operations,0,3,high,7.0,1,187.2976176024423,yes
support,0,3,medium,6.0,0,182.32743368538928,yes
operations,1,3,low,8.0,0,189.7234238982521,no
admin,0,3,medium,9.0,0,190.7756076532392,no
engineering,0,4,high,8.0,1,187.7448100160043,no
marketing,0,2,medium,6.0,0,183.830945391142,no
operations,0,3,medium,8.0,0,187.87270589595204,no
sales,0,3,low,6.0,0,182.82563188586133,no
operations,0,3,medium,7.0,0,185.1291939241792,no
engineering,0,3,high,7.0,0,186.55329072028667,yes
operations,0,3,low,8.0,0,188.9377980780468,no
operations,0,4,medium,6.0,0,181.98417259921217,no
engineering,1,4,medium,8.0,1,189.19375333003364,no
operations,0,3,low,8.0,0,188.63889398703407,yes
logistics,1,3,medium,7.0,0,186.10932814465707,yes
retail,0,4,high,7.0,0,184.5945332233753,no
sales,0,4,medium,7.0,0,185.7240142788719,no
sales,0,2,medium,8.0,0,189.656578600592,no
admin,0,4,low,5.0,1,181.3770417618965,no
engineering,0,3,medium,6.0,0,182.1113896970844,no
marketing,0,3,medium,8.0,0,189.0691916793872,no
engineering,0,3,low,4.0,0,175.5331136945085,yes
engineering,0,4,medium,8.0,0,189.8222316275017,no
sales,0,3,medium,4.0,0,176.92940522960805,yes
finance,0,3,high,7.0,0,186.56040028362045,no
engineering,0,2,medium,8.0,0,188.753646548144,yes
retail,0,3,low,8.0,1,188.1686105105846,no
engineering,0,4,medium,8.0,0,188.3868136211168,yes
engineering,0,3,medium,6.0,0,184.29480214065163,no
engineering,0,4,low,6.0,0,182.96168924167696,no
sales,0,3,medium,5.0,0,180.03317693554908,no
engineering,0,3,medium,7.0,1,184.9622318991101,no
sales,0,3,medium,8.0,0,189.6931124471132,no
support,0,3,high,6.0,0,182.72220062985767,yes
IT,0,4,high,7.0,0,185.26825353286887,no
support,0,3,medium,6.0,0,183.06123251868016,no
operations,0,3,medium,7.0,0,184.8095540821172,no
retail,0,3,medium,5.0,0,179.39705550514432,no
engineering,0,3,medium,9.0,0,190.89477733933165,no
retail,0,3,medium,5.0,0,178.74756817089823,no
finance,0,4,medium,7.0,0,186.1386389233016,no
retail,0,3,high,6.0,0,183.49518331990427,no
marketing,0,3,medium,7.0,0,186.3392052739577,no
IT,0,4,high,7.0,0,187.41309412609831,no
retail,0,4,low,5.0,0,181.2098534999504,no
operations,0,3,medium,7.0,0,184.8533015252541,no
retail,0,3,medium,6.0,0,183.7229374838689,no
marketing,0,4,low,8.0,0,189.39452330150107,no
retail,0,3,medium,6.0,0,183.98215761593,no
retail,0,3,high,8.0,0,188.68182295657343,no
retail,0,3,high,7.0,0,187.47527024462096,yes
engineering,0,3,medium,5.0,0,181.3423046107573,yes
operations,0,2,medium,4.0,0,177.782565881326,no
retail,0,3,medium,8.0,0,188.52801559264603,no
marketing,0,3,medium,11.0,0,197.45937113906496,no
marketing,0,3,low,6.0,0,183.51373507112947,no
support,0,2,medium,6.0,0,183.84553665917088,no
retail,0,4,medium,7.0,0,187.0709785466288,no
admin,0,3,medium,6.0,0,182.9573056907877,yes
sales,0,3,medium,5.0,0,179.4077427341851,yes
sales,0,3,high,8.0,1,188.78835752148743,yes
sales,0,3,medium,6.0,0,184.2138636383771,no
retail,0,3,medium,8.0,1,189.3759031048816,no
retail,0,4,medium,10.0,0,194.26321996404624,no
marketing,0,3,high,8.0,0,187.5311892745988,no
admin,0,3,medium,6.0,0,183.12225235721127,no
operations,0,4,medium,6.0,0,181.6056089402354,yes
operations,0,4,low,8.0,0,188.3172353766128,no
sales,0,3,medium,8.0,0,189.92195616206897,no
sales,0,4,high,6.0,0,181.6668867494893,no
retail,0,3,medium,5.0,0,181.28368935281773,no
IT,0,3,medium,7.0,0,186.8600598758736,no
IT,0,3,medium,9.0,0,192.4476980746561,no
engineering,0,3,medium,8.0,0,189.86289021848933,no
operations,0,3,medium,6.0,0,183.5051794602177,no
support,0,3,medium,5.0,0,179.14749486708143,no
sales,0,4,medium,6.0,0,182.62467321259297,no
engineering,0,3,medium,8.0,1,188.1929629749869,yes
sales,0,3,medium,8.0,0,187.60396098382265,yes
operations,0,4,medium,4.0,1,177.81389136031797,no
retail,0,3,medium,7.0,0,187.22146354940685,yes
retail,0,3,medium,7.0,0,187.07448448924103,yes
logistics,0,4,high,6.0,0,183.33039500037188,no
sales,0,4,high,5.0,0,179.03392834877192,no
sales,0,3,medium,5.0,0,178.70071941552283,yes
operations,0,4,medium,8.0,0,189.0852415679347,no
admin,0,3,high,9.0,0,192.1293179799629,no
support,0,3,medium,7.0,0,184.54682141928805,no
retail,0,4,medium,9.0,0,190.56037493709857,no
IT,0,4,medium,6.0,0,182.003002459096,no
retail,0,4,medium,5.0,0,179.7798530466942,no
sales,0,3,medium,7.0,0,187.4230010835192,yes
sales,0,3,medium,8.0,0,188.1420453022111,yes
retail,0,4,medium,5.0,0,180.66366388613864,no
engineering,0,4,low,9.0,0,193.2836820171524,no
logistics,0,3,high,7.0,0,187.46481203608047,no
admin,0,3,medium,6.0,0,183.9739948043616,yes
sales,0,3,medium,6.0,1,181.7819718609609,no
engineering,0,4,medium,9.0,0,191.17803331788045,no
sales,0,3,medium,6.0,0,182.1708127907717,no
operations,0,4,medium,8.0,0,188.1338796503878,yes
retail,1,4,medium,6.0,0,182.73521500124224,no
admin,0,3,low,8.0,0,188.0142825647387,no
retail,0,3,medium,7.0,0,187.1296895647153,yes
IT,0,3,high,5.0,0,179.77071215960777,no
support,0,3,low,9.0,0,190.77604750685288,no
marketing,0,3,medium,5.0,1,179.85743123610197,yes
support,0,3,medium,4.0,0,178.0896328642612,no
operations,0,4,high,7.0,0,187.4920528955689,yes
operations,0,4,medium,10.0,0,196.37597835323365,no
retail,0,4,low,6.0,0,184.0379388335884,no
admin,0,3,high,9.0,0,190.894145921698,no
marketing,0,4,medium,8.0,0,187.84578628268216,yes
IT,1,3,medium,5.0,0,180.36622753058813,no
sales,0,3,medium,5.0,0,181.2038223982146,no
engineering,0,3,medium,8.0,0,188.28195269984795,yes
support,0,3,low,7.0,0,187.12900701320547,no
operations,0,3,medium,5.0,0,179.77229536478754,no
sales,0,4,high,7.0,0,186.01289348116984,yes
finance,0,3,high,6.0,0,182.7118192030858,no
sales,0,3,high,4.0,1,177.1060583230128,no
sales,0,3,high,4.0,0,176.47015812108833,yes
logistics,0,3,medium,4.0,0,178.23396092019823,no
operations,0,3,medium,6.0,0,184.24834055235945,no
logistics,0,4,medium,6.0,0,181.81347296805504,no
engineering,0,3,medium,9.0,0,190.62266491702687,no
operations,0,3,low,7.0,0,185.51450586253537,no
sales,0,3,medium,7.0,0,184.93652988642435,no
