ASSIGNMENT_KEY,EMP_CODE,ASSIGNMENT_START_DATE,ASSIGNMENT_END_DATE,ASSIGNMENT_ORGUNIT_CODE,ASSIGNMENT_OFFICE_CODE,ASSIGNMENT_JOB_CODE,ASSIGNMENT_JOB_LIB
27861_20150101_20160101,27861,2015-01-01,2016-01-01 00:00:00,INT001    ,          ,INT01     ,Analyste                                                    
28481_20150101_20160225,28481,2015-01-01,2016-02-25 00:00:00,INT001    ,          ,INT01     ,Analyste                                                    
29421_20160101_20160610,29421,2016-01-01,2016-06-10 00:00:00,INT001    ,          ,INT01     ,Analyste                                                    
29481_20150101_29991231,29481,2015-01-01,2999-12-31 00:00:00,INT001    ,          ,INT01     ,Analyste                                                    
29601_20150101_29991231,29601,2015-01-01,2999-12-31 00:00:00,INT001    ,          ,INT01     ,Analyste                                                    
802_20160101_29991231,802,2016-01-01,2999-12-31 00:00:00,TEST000014,          ,INT01     ,Analyste                                                    
29941_20151208_29991231,29941,2015-12-08,2999-12-31 00:00:00,INT001    ,          ,INT01     ,Analyste                                                    
39143_20130301_20141231,39143,2013-03-01,2014-12-31 00:00:00,FRG023    ,FRG054    ,FRG05     ,_Responsable                                                
39181_20130701_20140630,39181,2013-07-01,2014-06-30 00:00:00,FRG001    ,FRG011    ,FRG01     ,_Directeur Général                                          
39621_20160101_29991231,39621,2016-01-01,2999-12-31 00:00:00,BEE001    ,BEE01     ,BEE01     ,Directeur Général                                           
39601_20140401_29991231,39601,2014-04-01,2999-12-31 00:00:00,INT200    ,          ,FRP01     ,Analyste                                                    
39641_20150101_29991231,39641,2015-01-01,2999-12-31 00:00:00,INT200    ,          ,FRP01     ,Analyste                                                    
39681_20170101_20170504,39681,2017-01-01,2017-05-04 00:00:00,FRS122    ,FRS016    ,FRS01     ,Analyste                                                    
39782_20080101_20101231,39782,2008-01-01,2010-12-31 00:00:00,INT001    ,          ,INT01     ,Analyste                                                    
31904_20140201_20140228,31904,2014-02-01,2014-02-28 00:00:00,FRS001    ,          ,FRP-075   ,Chauffeur livreur PL                                        
31904_20140301_29991231,31904,2014-03-01,2999-12-31 00:00:00,FRS200    ,          ,FRS09     ,Secrétaire                                                  
27461_20160101_29991231,27461,2016-01-01,2999-12-31 00:00:00,INT001    ,          ,INT01     ,Analyste                                                    
27990_20140701_29991231,27990,2014-07-01,2999-12-31 00:00:00,BEE001    ,BEE051    ,BEE05     ,Reponsable                                                  
27991_20140701_29991231,27991,2014-07-01,2999-12-31 00:00:00,BEE001    ,BEE053    ,BEE05     ,Reponsable                                                  
27992_20140701_29991231,27992,2014-07-01,2999-12-31 00:00:00,BEE001    ,BEE023    ,BEE02     ,Directeur                                                   
27993_20161208_29991231,27993,2016-12-08,2999-12-31 00:00:00,BEE001    ,BEE01     ,BEE01     ,Directeur Général                                           
27993_20130701_20161207,27993,2013-07-01,2016-12-07 00:00:00,BEE001    ,BEE023    ,BEE02     ,Directeur                                                   
27994_20130701_29991231,27994,2013-07-01,2999-12-31 00:00:00,BEE001    ,BEE052    ,BEE05     ,Reponsable                                                  
27995_20140701_29991231,27995,2014-07-01,2999-12-31 00:00:00,BEE001    ,BEE022    ,BEE02     ,Directeur                                                   
27996_20130701_29991231,27996,2013-07-01,2999-12-31 00:00:00,BEE001    ,BEE051    ,BEE05     ,Reponsable                                                  
27997_20140701_29991231,27997,2014-07-01,2999-12-31 00:00:00,BEE001    ,BEE021    ,BEE01     ,Directeur Général                                           
27998_20161001_29991231,27998,2016-10-01,2999-12-31 00:00:00,BEE001    ,BEE01     ,BEE01     ,Directeur Général                                           
27998_20140701_20160930,27998,2014-07-01,2016-09-30 00:00:00,BEE001    ,BEE054    ,BEE05     ,Reponsable                                                  
27999_20130701_29991231,27999,2013-07-01,2999-12-31 00:00:00,BEE001    ,BEE023    ,BEE02     ,Directeur                                                   
28000_20130701_20161214,28000,2013-07-01,2016-12-14 00:00:00,BEE001    ,BEE022    ,BEE02     ,Directeur                                                   
38441_20170301_20170303,38441,2017-03-01,2017-03-03 00:00:00,INT001    ,          ,INT01     ,Analyste                                                    
38442_20170301_20170303,38442,2017-03-01,2017-03-03 00:00:00,INT001    ,          ,INT01     ,Analyste                                                    
38581_20160101_29991231,38581,2016-01-01,2999-12-31 00:00:00,FRG001    ,FRG011    ,FRG01     ,_Directeur Général                                          
38582_20160101_29991231,38582,2016-01-01,2999-12-31 00:00:00,FRG001    ,FRG011    ,FRG01     ,_Directeur Général                                          
38601_20170606_20170630,38601,2017-06-06,2017-06-30 00:00:00,FRPBBH99  ,TESTBBH   ,FRP01     ,Analyste                                                    
38722_20170101_20180401,38722,2017-01-01,2018-04-01 00:00:00,FRS114    ,BE0002    ,FRS01     ,Analyste                                                    
38741_20170101_29991231,38741,2017-01-01,2999-12-31 00:00:00,FRPBBH99  ,TESTBBH   ,FRP01     ,Analyste                                                    
38847_20161209_29991231,38847,2016-12-09,2999-12-31 00:00:00,INT001    ,          ,INT01     ,Analyste                                                    
31101_20170201_29991231,31101,2017-02-01,2999-12-31 00:00:00,UOLUP     ,EMPLUP    ,LUP001    ,Emploi 1                                                    
31162_20170120_20170122,31162,2017-01-20,2017-01-22 00:00:00,INT116    ,ATS012    ,INT01     ,Analyste                                                    
31222_20170125_20170131,31222,2017-01-25,2017-01-31 00:00:00,CERVOR01  ,CERVST01  ,CNAVS01   ,Comité de direction                                         
39841_20160201_20160229,39841,2016-02-01,2016-02-29 00:00:00,AG23100   ,FRO0000006,FRT006    ,Architect                                                   
39841_20160301_20160331,39841,2016-03-01,2016-03-31 00:00:00,AG23100   ,FRO0000006,FRT006    ,Architect                                                   
39841_20160401_29991231,39841,2016-04-01,2999-12-31 00:00:00,AG23100   ,FRO0000006,FRT006    ,Architect                                                   
40001_20170101_29991231,40001,2017-01-01,2999-12-31 00:00:00,INT001    ,          ,INT01     ,Analyste                                                    
40022_20161010_29991231,40022,2016-10-10,2999-12-31 00:00:00,INT001    ,          ,INT01     ,Analyste                                                    
40082_20161010_29991231,40082,2016-10-10,2999-12-31 00:00:00,INT001    ,          ,INT01     ,Analyste                                                    
40041_20160101_29991231,40041,2016-01-01,2999-12-31 00:00:00,INT001    ,          ,INT01     ,Analyste                                                    
40061_20160707_29991231,40061,2016-07-07,2999-12-31 00:00:00,INT200    ,          ,FRP01     ,Analyste                                                    
40144_20170808_29991231,40144,2017-08-08,2999-12-31 00:00:00,INT001    ,          ,INT01     ,Analyste                                                    
40182_20170101_29991231,40182,2017-01-01,2999-12-31 00:00:00,INT001    ,          ,INT01     ,Analyste                                                    
40201_20170726_29991231,40201,2017-07-26,2999-12-31 00:00:00,INT001    ,          ,INT01     ,Analyste                                                    
28000_20161215_29991231,28000,2016-12-15,2999-12-31 00:00:00,BEE001    ,BEE054    ,BEE05     ,Reponsable                                                  
28001_20161101_29991231,28001,2016-11-01,2999-12-31 00:00:00,BEE001    ,BEE01     ,BEE01     ,Directeur Général                                           
28001_20160101_20161030,28001,2016-01-01,2016-10-30 00:00:00,BEE001    ,BEE051    ,BEE05     ,Reponsable                                                  
28002_20130701_29991231,28002,2013-07-01,2999-12-31 00:00:00,BEE001    ,BEE052    ,BEE05     ,Reponsable                                                  
28003_20140701_29991231,28003,2014-07-01,2999-12-31 00:00:00,BEE001    ,BEE021    ,BEE01     ,Directeur Général                                           
28004_20160101_29991231,28004,2016-01-01,2999-12-31 00:00:00,BEE001    ,BEE051    ,BEE05     ,Reponsable                                                  
28005_20140701_29991231,28005,2014-07-01,2999-12-31 00:00:00,BEE001    ,BEE052    ,BEE05     ,Reponsable                                                  
28006_20140701_29991231,28006,2014-07-01,2999-12-31 00:00:00,BEE001    ,BEE052    ,BEE05     ,Reponsable                                                  
28007_20140701_20161110,28007,2014-07-01,2016-11-10 00:00:00,BEE001    ,BEE052    ,BEE05     ,Reponsable                                                  
28007_20161111_29991231,28007,2016-11-11,2999-12-31 00:00:00,BEE001    ,BEE052    ,BEE05     ,Reponsable                                                  
28008_20161001_29991231,28008,2016-10-01,2999-12-31 00:00:00,BEE001    ,          ,BE0007    ,Emploi 0007                                                 
28341_20150101_29991231,28341,2015-01-01,2999-12-31 00:00:00,INT001    ,          ,INT01     ,Analyste                                                    
28681_20150101_29991231,28681,2015-01-01,2999-12-31 00:00:00,TEST000011,FRO0000001,FRG05     ,_Responsable                                                
38921_20140101_20141231,38921,2014-01-01,2014-12-31 00:00:00,FRG023    ,FRG054    ,FRG05     ,_Responsable                                                
38941_20140603_20141231,38941,2014-06-03,2014-12-31 00:00:00,FRG023    ,FRG054    ,FRG05     ,_Responsable                                                
38942_20140709_20141231,38942,2014-07-09,2014-12-31 00:00:00,FRG023    ,FRG054    ,FRG05     ,_Responsable                                                
39161_20130301_20141231,39161,2013-03-01,2014-12-31 00:00:00,FRG023    ,FRG054    ,FRG05     ,_Responsable                                                
602_20170411_29991231,602,2017-04-11,2999-12-31 00:00:00,INT001    ,          ,INT01     ,Analyste                                                    
39401_20170101_20170430,39401,2017-01-01,2017-04-30 00:00:00,INT001    ,          ,INT01     ,Analyste                                                    
39421_20160601_29991231,39421,2016-06-01,2999-12-31 00:00:00,INT001    ,          ,INT01     ,Analyste                                                    
39501_20170216_29991231,39501,2017-02-16,2999-12-31 00:00:00,INT001    ,          ,INT01     ,Analyste                                                    
39541_20160101_29991231,39541,2016-01-01,2999-12-31 00:00:00,INT001    ,          ,INT01     ,Analyste                                                    
39561_20150101_29991231,39561,2015-01-01,2999-12-31 00:00:00,BEE001    ,BEE01     ,BEE01     ,Directeur Général                                           
28981_20180104_29991231,28981,2018-01-04,2999-12-31 00:00:00,INT001    ,          ,INT01     ,Analyste                                                    
30923_20170101_29991231,30923,2017-01-01,2999-12-31 00:00:00,INT001    ,          ,INT01     ,Analyste                                                    
31301_20170101_29991231,31301,2017-01-01,2999-12-31 00:00:00,UOLUP     ,EMPLUP    ,LUP001    ,Emploi 1                                                    
31302_20161101_20161223,31302,2016-11-01,2016-12-23 00:00:00,UOLUP     ,EMPLUP    ,LUP001    ,Emploi 1                                                    
31302_20170201_29991231,31302,2017-02-01,2999-12-31 00:00:00,UOLUP     ,EMPLUP    ,LUP001    ,Emploi 1                                                    
31321_20161101_20161206,31321,2016-11-01,2016-12-06 00:00:00,UOLUP     ,EMPLUP    ,LUP001    ,Emploi 1                                                    
31321_20170201_29991231,31321,2017-02-01,2999-12-31 00:00:00,UOLUP     ,EMPLUP    ,LUP001    ,Emploi 1                                                    
31341_20161112_20161206,31341,2016-11-12,2016-12-06 00:00:00,UOLUP     ,EMPLUP    ,LUP001    ,Emploi 1                                                    
31341_20170201_29991231,31341,2017-02-01,2999-12-31 00:00:00,UOLUP     ,EMPLUP    ,LUP001    ,Emploi 1                                                    
31342_20161112_20161206,31342,2016-11-12,2016-12-06 00:00:00,UOLUP     ,EMPLUP    ,LUP001    ,Emploi 1                                                    
31342_20170101_29991231,31342,2017-01-01,2999-12-31 00:00:00,UOLUP     ,EMPLUP    ,LUP001    ,Emploi 1                                                    
31343_20170201_20170222,31343,2017-02-01,2017-02-22 00:00:00,UOLUP     ,EMPLUP    ,LUP001    ,Emploi 1                                                    
31343_20170224_29991231,31343,2017-02-24,2999-12-31 00:00:00,UOLUP     ,EMPLUP    ,LUP001    ,Emploi 1                                                    
40202_20170726_20200725,40202,2017-07-26,2020-07-25 00:00:00,INT001    ,          ,INT01     ,Analyste                                                    
40281_20170117_29991231,40281,2017-01-17,2999-12-31 00:00:00,INT001    ,          ,INT01     ,Analyste                                                    
40341_20160101_20160301,40341,2016-01-01,2016-03-01 00:00:00,INT001    ,          ,INT01     ,Analyste                                                    
40425_20150401_29991231,40425,2015-04-01,2999-12-31 00:00:00,BEE001    ,BEE053    ,BEE05     ,Reponsable                                                  
40426_20150401_29991231,40426,2015-04-01,2999-12-31 00:00:00,BEE001    ,BEE053    ,BEE05     ,Reponsable                                                  
40427_20150401_29991231,40427,2015-04-01,2999-12-31 00:00:00,BEE001    ,BEE053    ,BEE05     ,Reponsable                                                  
40428_20150401_29991231,40428,2015-04-01,2999-12-31 00:00:00,BEE001    ,BEE053    ,BEE05     ,Reponsable                                                  
40501_20150101_29991231,40501,2015-01-01,2999-12-31 00:00:00,UOLUP     ,EMPLUP    ,LUP001    ,Emploi 1                                                    
40502_20170103_20170611,40502,2017-01-03,2017-06-11 00:00:00,BEE001    ,BEE01     ,BEE01     ,Directeur Général                                           
40521_20150101_29991231,40521,2015-01-01,2999-12-31 00:00:00,UOLUP     ,EMPLUP    ,LUP001    ,Emploi 1                                                    
28262_20150101_29991231,28262,2015-01-01,2999-12-31 00:00:00,FRG011    ,          ,FRG05     ,_Responsable                                                
28821_20130101_29991231,28821,2013-01-01,2999-12-31 00:00:00,INT001    ,          ,INT01     ,Analyste                                                    
28961_20150101_29991231,28961,2015-01-01,2999-12-31 00:00:00,INT001    ,          ,INT01     ,Analyste                                                    
29141_20160401_29991231,29141,2016-04-01,2999-12-31 00:00:00,INT001    ,          ,INT01     ,Analyste                                                    
29141_20150101_20151231,29141,2015-01-01,2015-12-31 00:00:00,INT001    ,          ,INT01     ,Analyste                                                    
29181_20140101_29991231,29181,2014-01-01,2999-12-31 00:00:00,BEG001    ,          ,BEG01     ,Directeur Général                                           
29221_20161205_29991231,29221,2016-12-05,2999-12-31 00:00:00,FRGDSN    ,FRO0000004,FRG05     ,_Responsable                                                
29621_20150101_20150531,29621,2015-01-01,2015-05-31 00:00:00,BEE001    ,          ,BES007    ,Employé                                                     
29681_20140101_29991231,29681,2014-01-01,2999-12-31 00:00:00,BEE001    ,          ,BES007    ,Employé                                                     
29701_20161101_20161130,29701,2016-11-01,2016-11-30 00:00:00,INT001    ,          ,INT01     ,Analyste                                                    
29801_20160101_29991231,29801,2016-01-01,2999-12-31 00:00:00,INT001    ,          ,INT01     ,Analyste                                                    
29861_20150101_29991231,29861,2015-01-01,2999-12-31 00:00:00,INT001    ,          ,INT01     ,Analyste                                                    
39742_20100101_29991231,39742,2010-01-01,2999-12-31 00:00:00,INT001    ,          ,INT01     ,Analyste                                                    
39681_20170505_20170604,39681,2017-05-05,2017-06-04 00:00:00,FRS114    ,FRS014T   ,FRS01     ,Analyste                                                    
39701_20160101_29991231,39701,2016-01-01,2999-12-31 00:00:00,INT001    ,          ,INT01     ,Analyste                                                    
39761_20110101_29991231,39761,2011-01-01,2999-12-31 00:00:00,INT001    ,          ,INT01     ,Analyste                                                    
39782_20110101_29991231,39782,2011-01-01,2999-12-31 00:00:00,INT001    ,          ,INT01     ,Analyste                                                    
39861_20160404_29991231,39861,2016-04-04,2999-12-31 00:00:00,INT001    ,ATS011    ,INT01     ,Analyste                                                    
39861_20160101_20160302,39861,2016-01-01,2016-03-02 00:00:00,INT115    ,ATS011    ,INT01     ,Analyste                                                    
56_20141114_29991231,56,2014-11-14,2999-12-31 00:00:00,AG24100   ,          ,INT01     ,Analyste                                                    
39861_20160303_20160403,39861,2016-03-03,2016-04-03 00:00:00,INT115    ,ATS011    ,INT01     ,Analyste                                                    
57_20141114_29991231,57,2014-11-14,2999-12-31 00:00:00,AG24100   ,          ,INT01     ,Analyste                                                    
31222_20170120_20170122,31222,2017-01-20,2017-01-22 00:00:00,ZETEST    ,ATS022    ,INT02     ,Analyste-programmeur                                        
32101_20170101_20170501,32101,2017-01-01,2017-05-01 00:00:00,BEE001    ,          ,BE0007    ,Emploi 0007                                                 
32102_20141001_20170210,32102,2014-10-01,2017-02-10 00:00:00,BEE001    ,BEE052    ,BEE05     ,Reponsable                                                  
32102_20170211_29991231,32102,2017-02-11,2999-12-31 00:00:00,BEE001    ,BEE052    ,BEE05     ,Reponsable                                                  
32103_20141001_29991231,32103,2014-10-01,2999-12-31 00:00:00,BEE001    ,BEE052    ,BEE05     ,Reponsable                                                  
32104_20160401_29991231,32104,2016-04-01,2999-12-31 00:00:00,BEE001    ,BEE051    ,BEE05     ,Reponsable                                                  
32141_20141001_29991231,32141,2014-10-01,2999-12-31 00:00:00,BEE001    ,BEE052    ,BEE05     ,Reponsable                                                  
32142_20131001_29991231,32142,2013-10-01,2999-12-31 00:00:00,BEE001    ,BEE052    ,BEE05     ,Reponsable                                                  
32143_20170101_29991231,32143,2017-01-01,2999-12-31 00:00:00,BEE001    ,BEE01     ,BEE01     ,Directeur Général                                           
40563_20170814_29991231,40563,2017-08-14,2999-12-31 00:00:00,INT001    ,          ,INT01     ,Analyste                                                    
40564_20170814_29991231,40564,2017-08-14,2999-12-31 00:00:00,INT200    ,          ,FRP01     ,Analyste                                                    
40565_20170814_29991231,40565,2017-08-14,2999-12-31 00:00:00,INT001    ,          ,INT01     ,Analyste                                                    
40566_20170814_29991231,40566,2017-08-14,2999-12-31 00:00:00,INT001    ,          ,INT01     ,Analyste                                                    
40581_20141001_29991231,40581,2014-10-01,2999-12-31 00:00:00,INT200    ,          ,FRP01     ,Analyste                                                    
40601_20161201_20170228,40601,2016-12-01,2017-02-28 00:00:00,INT001    ,          ,INT01     ,Analyste                                                    
1281_20160519_29991231,1281,2016-05-19,2999-12-31 00:00:00,QTPUOSAH10,QTPPOS81  ,QTPEMP81  ,Ingénieur Principal                                         
40621_20170101_29991231,40621,2017-01-01,2999-12-31 00:00:00,INT200    ,          ,FRP01     ,Analyste                                                    
40661_20160101_20170201,40661,2016-01-01,2017-02-01 00:00:00,INT200    ,          ,FRP01     ,Analyste                                                    
40901_20160101_20170301,40901,2016-01-01,2017-03-01 00:00:00,INT001    ,          ,INT01     ,Analyste                                                    
40941_20170101_29991231,40941,2017-01-01,2999-12-31 00:00:00,INT001    ,          ,INT01     ,Analyste                                                    
30041_20160101_29991231,30041,2016-01-01,2999-12-31 00:00:00,INT001    ,          ,INT01     ,Analyste                                                    
29981_20160131_29991231,29981,2016-01-31,2999-12-31 00:00:00,INT001    ,          ,INT01     ,Analyste                                                    
30241_20170101_29991231,30241,2017-01-01,2999-12-31 00:00:00,INT001    ,          ,INT01     ,Analyste                                                    
30061_20160101_29991231,30061,2016-01-01,2999-12-31 00:00:00,INT001    ,          ,INT01     ,Analyste                                                    
30102_20150101_20170131,30102,2015-01-01,2017-01-31 00:00:00,INT001    ,          ,INT01     ,Analyste                                                    
30261_20150101_20161231,30261,2015-01-01,2016-12-31 00:00:00,INT001    ,          ,INT01     ,Analyste                                                    
30261_20170101_29991231,30261,2017-01-01,2999-12-31 00:00:00,INT001    ,          ,INT01     ,Analyste                                                    
30342_20150101_20161231,30342,2015-01-01,2016-12-31 00:00:00,INT001    ,          ,INT01     ,Analyste                                                    
16741_20170101_29991231,16741,2017-01-01,2999-12-31 00:00:00,FRS113    ,FRS013    ,FRS01     ,Analyste                                                    
30361_20170101_29991231,30361,2017-01-01,2999-12-31 00:00:00,INT001    ,          ,INT01     ,Analyste                                                    
30381_20041101_20141231,30381,2004-11-01,2014-12-31 00:00:00,FRG023    ,FRG054    ,FRG05     ,_Responsable                                                
39681_20170605_29991231,39681,2017-06-05,2999-12-31 00:00:00,ZETEST    ,ATS022    ,INT02     ,Analyste-programmeur                                        
39941_20170101_29991231,39941,2017-01-01,2999-12-31 00:00:00,INT001    ,          ,INT01     ,Analyste                                                    
40281_20170101_20170115,40281,2017-01-01,2017-01-15 00:00:00,INT001    ,          ,INT01     ,Analyste                                                    
40383_20160401_29991231,40383,2016-04-01,2999-12-31 00:00:00,BEG001    ,BEG01     ,INT09     ,Secrétaire                                                  
40381_20160401_29991231,40381,2016-04-01,2999-12-31 00:00:00,BEG001    ,BEG01     ,INT09     ,Secrétaire                                                  
40382_20160401_29991231,40382,2016-04-01,2999-12-31 00:00:00,BEG001    ,BEG01     ,INT09     ,Secrétaire                                                  
40384_20160401_29991231,40384,2016-04-01,2999-12-31 00:00:00,BEG001    ,BEG01     ,INT09     ,Secrétaire                                                  
40385_20160401_29991231,40385,2016-04-01,2999-12-31 00:00:00,BEG001    ,BEG01     ,INT09     ,Secrétaire                                                  
40386_20160401_29991231,40386,2016-04-01,2999-12-31 00:00:00,BEG001    ,BEG01     ,INT09     ,Secrétaire                                                  
40387_20170901_29991231,40387,2017-09-01,2999-12-31 00:00:00,BEG001    ,BEG01     ,BEG01     ,Directeur Général                                           
40387_20160401_20170828,40387,2016-04-01,2017-08-28 00:00:00,BEG001    ,BEG01     ,INT09     ,Secrétaire                                                  
40388_20160401_29991231,40388,2016-04-01,2999-12-31 00:00:00,BEG001    ,BEG01     ,INT09     ,Secrétaire                                                  
32143_20131001_20161230,32143,2013-10-01,2016-12-30 00:00:00,BEE001    ,BEE022    ,BEE02     ,Directeur                                                   
32144_20151001_29991231,32144,2015-10-01,2999-12-31 00:00:00,BEG001    ,BEG01     ,INT09     ,Secrétaire                                                  
32145_20151001_29991231,32145,2015-10-01,2999-12-31 00:00:00,BEG001    ,BEG01     ,INT09     ,Secrétaire                                                  
32146_20151001_29991231,32146,2015-10-01,2999-12-31 00:00:00,BEG001    ,BEG01     ,INT09     ,Secrétaire                                                  
32147_20170301_29991231,32147,2017-03-01,2999-12-31 00:00:00,BEG001    ,BEG01     ,BEG01     ,Directeur Général                                           
32147_20151001_20170228,32147,2015-10-01,2017-02-28 00:00:00,BEG001    ,BEG01     ,INT09     ,Secrétaire                                                  
32148_20151001_29991231,32148,2015-10-01,2999-12-31 00:00:00,BEG001    ,BEG01     ,INT09     ,Secrétaire                                                  
32149_20151001_29991231,32149,2015-10-01,2999-12-31 00:00:00,BEG001    ,          ,INT09     ,Secrétaire                                                  
32149_20151001_20170115,32149,2015-10-01,2017-01-15 00:00:00,BEG001    ,          ,INT10     ,Secrétaire général                                          
32149_20170116_29991231,32149,2017-01-16,2999-12-31 00:00:00,BEG001    ,          ,INT10     ,Secrétaire général                                          
32149_20170201_20170228,32149,2017-02-01,2017-02-28 00:00:00,BEG001    ,BEG01     ,BEG01     ,Directeur Général                                           
32149_20170301_29991231,32149,2017-03-01,2999-12-31 00:00:00,BEG001    ,BEG01     ,BEG01     ,Directeur Général                                           
32149_20151001_20170130,32149,2015-10-01,2017-01-30 00:00:00,BEG001    ,BEG01     ,INT09     ,Secrétaire                                                  
35181_20160101_29991231,35181,2016-01-01,2999-12-31 00:00:00,INT001    ,          ,INT01     ,Analyste                                                    
40961_20170101_29991231,40961,2017-01-01,2999-12-31 00:00:00,INT001    ,          ,INT01     ,Analyste                                                    
40981_20160101_20170226,40981,2016-01-01,2017-02-26 00:00:00,INT001    ,          ,INT01     ,Analyste                                                    
41181_20170529_20170602,41181,2017-05-29,2017-06-02 00:00:00,INT001    ,          ,INT01     ,Analyste                                                    
41261_20170101_20190916,41261,2017-01-01,2019-09-16 00:00:00,INT001    ,          ,INT01     ,Analyste                                                    
41361_20160101_29991231,41361,2016-01-01,2999-12-31 00:00:00,BEE001    ,          ,BES007    ,Employé                                                     
41381_20170101_29991231,41381,2017-01-01,2999-12-31 00:00:00,INT001    ,          ,INT01     ,Analyste                                                    
41402_20160101_29991231,41402,2016-01-01,2999-12-31 00:00:00,BEEP010   ,          ,BES007    ,Employé                                                     
41661_20140801_20140822,41661,2014-08-01,2014-08-22 00:00:00,BEE001    ,BEE01     ,BEE01     ,Directeur Général                                           
41661_20150227_20150228,41661,2015-02-27,2015-02-28 00:00:00,BEE001    ,BEE01     ,BEE01     ,Directeur Général                                           
41741_20170101_29991231,41741,2017-01-01,2999-12-31 00:00:00,INT001    ,          ,INT01     ,Analyste                                                    
30663_20160104_20190502,30663,2016-01-04,2019-05-02 00:00:00,INT001    ,          ,INT01     ,Analyste                                                    
8621_20150101_20151231,8621,2015-01-01,2015-12-31 00:00:00,FRPNJ06   ,          ,FRP01     ,Analyste                                                    
31162_20170125_29991231,31162,2017-01-25,2999-12-31 00:00:00,INT116    ,ATS012    ,INT01     ,Analyste                                                    
25681_20170116_29991231,25681,2017-01-16,2999-12-31 00:00:00,INT001    ,FRPNJ9    ,FRP01     ,Analyste                                                    
31001_20160101_29991231,31001,2016-01-01,2999-12-31 00:00:00,INT001    ,          ,INT01     ,Analyste                                                    
31443_20170201_20170222,31443,2017-02-01,2017-02-22 00:00:00,UOLUP     ,EMPLUP    ,LUP001    ,Emploi 1                                                    
31401_20160401_29991231,31401,2016-04-01,2999-12-31 00:00:00,INT001    ,          ,INT01     ,Analyste                                                    
40389_20160401_29991231,40389,2016-04-01,2999-12-31 00:00:00,BEG001    ,          ,INT09     ,Secrétaire                                                  
40389_20160401_20170715,40389,2016-04-01,2017-07-15 00:00:00,BEG001    ,          ,INT10     ,Secrétaire général                                          
40389_20170716_29991231,40389,2017-07-16,2999-12-31 00:00:00,BEG001    ,          ,INT10     ,Secrétaire général                                          
40389_20170801_20170828,40389,2017-08-01,2017-08-28 00:00:00,BEG001    ,BEG01     ,BEG01     ,Directeur Général                                           
40389_20170901_29991231,40389,2017-09-01,2999-12-31 00:00:00,BEG001    ,BEG01     ,BEG01     ,Directeur Général                                           
40389_20160401_20170730,40389,2016-04-01,2017-07-30 00:00:00,BEG001    ,BEG01     ,INT09     ,Secrétaire                                                  
40390_20170701_29991231,40390,2017-07-01,2999-12-31 00:00:00,BEE001    ,BEE023    ,BEE02     ,Directeur                                                   
40392_20150401_20170810,40392,2015-04-01,2017-08-10 00:00:00,BEE001    ,BEE052    ,BEE05     ,Reponsable                                                  
40392_20170811_29991231,40392,2017-08-11,2999-12-31 00:00:00,BEE001    ,BEE052    ,BEE05     ,Reponsable                                                  
40393_20150401_20170810,40393,2015-04-01,2017-08-10 00:00:00,BEE001    ,BEE052    ,BEE05     ,Reponsable                                                  
40393_20170811_29991231,40393,2017-08-11,2999-12-31 00:00:00,BEE001    ,BEE052    ,BEE05     ,Reponsable                                                  
40394_20150401_20170810,40394,2015-04-01,2017-08-10 00:00:00,BEE001    ,BEE052    ,BEE05     ,Reponsable                                                  
32502_20120101_20121231,32502,2012-01-01,2012-12-31 00:00:00,          ,EMPLUP    ,LUP001    ,Emploi 1                                                    
32501_20170101_29991231,32501,2017-01-01,2999-12-31 00:00:00,QTPORG10  ,QTPPOS80  ,QTPEMP80  ,Ingénieur                                                   
32502_20130101_20131230,32502,2013-01-01,2013-12-30 00:00:00,UOLUP     ,EMPLUP    ,LUP001    ,Emploi 1                                                    
32502_20140401_29991231,32502,2014-04-01,2999-12-31 00:00:00,UOLUP     ,EMPLUP    ,LUP001    ,Emploi 1                                                    
49841_20190101_20191231,49841,2019-01-01,2019-12-31 00:00:00,FRG001    ,FRG011    ,FRG01     ,_Directeur Général                                          
32582_20170101_29991231,32582,2017-01-01,2999-12-31 00:00:00,INT001    ,          ,INT01     ,Analyste                                                    
49821_20210101_20211231,49821,2021-01-01,2021-12-31 00:00:00,FRG001    ,FRG011    ,FRG01     ,_Directeur Général                                          
82941_20190101_20210202,82941,2019-01-01,2021-02-02 00:00:00,BEG001    ,          ,BEG01     ,Directeur Général                                           
33001_20150101_29991231,33001,2015-01-01,2999-12-31 00:00:00,UOLUP     ,EMPLUP    ,LUP001    ,Emploi 1                                                    
49821_20190101_20191231,49821,2019-01-01,2019-12-31 00:00:00,FRG001    ,FRG011    ,FRG01     ,_Directeur Général                                          
41941_20170101_29991231,41941,2017-01-01,2999-12-31 00:00:00,UOLUP     ,EMPLUP    ,LUP001    ,Emploi 1                                                    
42161_20170101_29991231,42161,2017-01-01,2999-12-31 00:00:00,INT001    ,          ,INT01     ,Analyste                                                    
42181_20170101_29991231,42181,2017-01-01,2999-12-31 00:00:00,INT001    ,          ,INT01     ,Analyste                                                    
42201_20170101_29991231,42201,2017-01-01,2999-12-31 00:00:00,INT001    ,          ,INT01     ,Analyste                                                    
42261_20170101_29991231,42261,2017-01-01,2999-12-31 00:00:00,INT001    ,          ,INT01     ,Analyste                                                    
